t;u;theta_1
0.04;0.05;0.00
14.35;18.03;0.00
28.65;35.96;64.91
42.95;53.83;64.91
57.25;71.60;64.91
71.56;89.24;97.36
85.86;106.69;129.82
100.16;123.93;129.82
114.46;140.93;162.27
128.76;157.65;227.18
143.06;174.05;292.09
157.36;190.11;324.54
171.66;205.77;389.45
185.96;221.04;454.36
200.26;235.86;519.27
214.56;250.19;584.18
228.86;264.02;649.09
243.17;277.33;778.91
257.48;290.08;876.27
271.78;302.23;973.63
286.08;313.77;1071.00
300.39;324.67;1168.36
314.69;334.91;1298.18
328.99;344.46;1428.00
343.28;353.31;1557.81
357.58;361.44;1687.63
371.89;368.83;1849.90
386.19;375.47;2012.18
400.48;381.33;2141.99
414.78;386.41;2336.72
429.08;390.70;2498.99
443.38;394.19;2693.72
457.69;396.87;2888.45
471.99;398.73;3083.17
486.30;399.76;3310.36
500.60;399.98;3505.08
514.90;399.36;3732.26
529.20;397.92;3959.45
543.50;395.66;4186.63
557.80;392.57;4413.81
572.09;388.68;4673.44
586.40;383.97;4933.08
600.70;378.46;5160.26
615.00;372.17;5419.90
629.31;365.10;5711.99
643.60;357.28;5939.17
657.90;348.71;6198.80
672.20;339.40;6490.89
686.50;329.39;6750.53
700.80;318.69;7010.17
715.09;307.33;7269.80
729.40;295.31;7529.44
743.70;282.67;7789.07
758.00;269.44;8048.71
772.30;255.64;8340.80
786.61;241.29;8600.43
800.90;226.45;8860.07
815.20;211.12;9119.71
829.50;195.35;9411.80
843.80;179.16;9671.43
858.10;162.58;9931.07
872.41;145.65;10190.70
886.71;128.42;10482.79
901.02;110.90;10774.88
915.32;93.16;11034.52
929.62;75.20;11294.16
943.92;57.09;11553.79
958.22;38.85;11813.43
972.51;20.53;12073.06
986.81;2.15;12332.70
1001.11;-16.24;12592.33
1015.40;-34.59;12754.61
1029.70;-52.88;12949.33
1044.00;-71.07;13176.51
1058.30;-89.12;13371.24
1072.60;-106.98;13533.51
1086.90;-124.62;13663.33
1101.20;-142.00;13825.60
1115.50;-159.09;13922.97
1129.80;-175.85;14020.33
1144.10;-192.23;14085.24
1158.41;-208.21;14150.15
1172.71;-223.76;14150.15
1187.01;-238.83;14150.15
1201.32;-253.40;14150.15
1215.62;-267.44;14150.15
1229.92;-280.90;14085.24
1244.23;-293.77;14020.33
1258.53;-306.02;13987.88
1272.84;-317.61;13890.51
1287.14;-328.52;13793.15
1301.44;-338.74;13728.24
1315.74;-348.23;13598.42
1330.04;-356.98;13468.61
1344.35;-364.96;13338.79
1358.65;-372.16;13176.51
1372.95;-378.56;13046.70
1387.25;-384.15;12884.42
1401.55;-388.91;12722.15
1415.85;-392.83;12527.42
1430.16;-395.91;12365.15
1444.46;-398.13;12170.43
1458.76;-399.50;11975.70
1473.06;-400.00;11748.52
1487.35;-399.63;11553.79
1501.66;-398.40;11326.61
1515.96;-396.31;11099.43
1530.26;-393.36;10904.70
1544.56;-389.55;10645.07
1558.86;-384.89;10417.88
1573.15;-379.40;10190.70
1587.46;-373.08;9963.52
1601.76;-365.95;9736.34
1616.05;-358.02;9476.70
1630.36;-349.30;9249.52
1644.66;-339.82;9022.34
1658.96;-329.59;8762.71
1673.26;-318.65;8503.07
1687.56;-307.00;8243.44
1701.86;-294.68;7983.80
1716.16;-281.70;7724.16
1730.46;-268.11;7432.07
1744.75;-253.93;7172.44
1759.05;-239.19;6945.26
1773.35;-223.91;6653.17
1787.65;-208.14;6393.53
1801.95;-191.91;6133.89
1816.24;-175.25;5841.80
1830.54;-158.20;5582.17
1844.84;-140.79;5322.53
1859.15;-123.06;5062.90
1873.45;-105.05;4803.26
1887.75;-86.82;4543.63
1902.05;-68.38;4283.99
1916.35;-49.78;4024.35
1930.64;-31.08;3764.72
1944.94;-12.29;3537.54
1959.24;6.52;3310.36
1973.54;25.33;3115.63
1987.84;44.10;2920.90
2002.14;62.77;2693.72
2016.43;81.30;2498.99
2030.74;99.68;2336.72
2045.03;117.82;2174.45
2059.33;135.71;2044.63
2073.63;153.30;1914.81
2087.93;170.57;1817.45
2102.23;187.46;1720.09
2116.53;203.93;1655.18
2130.83;219.96;1622.72
2145.13;235.51;1557.81
2159.43;250.53;1557.81
2173.74;264.99;1557.81
2188.04;278.87;1557.81
2202.33;292.13;1557.81
2216.63;304.73;1557.81
2230.93;316.66;1590.27
2245.24;327.88;1655.18
2259.53;338.37;1687.63
2273.84;348.10;1752.54
2288.13;357.05;1817.45
2302.43;365.20;1882.36
2316.72;372.53;1947.27
2331.02;379.02;2044.63
2345.32;384.67;2141.99
2359.62;389.44;2271.81
2373.92;393.34;2369.18
2388.22;396.35;2498.99
2402.52;398.47;2628.81
2416.82;399.68;2758.63
2431.12;399.99;2920.90
2445.42;399.39;3115.63
2459.71;397.89;3277.90
2474.01;395.48;3440.17
2488.31;392.17;3634.90
2502.60;387.98;3829.63
2516.91;382.89;4056.81
2531.21;376.94;4283.99
2545.50;370.12;4511.17
2559.80;362.46;4738.35
2574.10;353.96;4965.53
2588.41;344.66;5192.72
2602.71;334.56;5419.90
2617.01;323.70;5679.53
2631.31;312.09;5906.71
2645.61;299.76;6166.35
2659.91;286.75;6393.53
2674.21;273.07;6653.17
2688.50;258.76;6880.35
2702.80;243.85;7139.98
2717.10;228.38;7399.62
2731.40;212.38;7626.80
2745.70;195.87;7886.44
2760.00;178.92;8113.62
2774.30;161.55;8373.25
2788.60;143.79;8632.89
2802.90;125.69;8860.07
2817.20;107.31;9119.71
2831.51;88.65;9346.89
2845.82;69.79;9606.52
2860.11;50.77;9866.16
2874.41;31.63;10093.34
2888.70;12.41;10352.98
2903.00;-6.85;10612.61
2917.30;-26.10;10807.34
2931.60;-45.30;10969.61
2945.91;-64.41;11196.79
2960.21;-83.37;11391.52
2974.51;-102.14;11553.79
2988.81;-120.69;11716.06
3003.12;-138.96;11878.34
3017.42;-156.91;12008.15
3031.72;-174.50;12073.06
3046.02;-191.69;12202.88
3060.33;-208.44;12267.79
3074.63;-224.70;12267.79
3088.93;-240.45;12267.79
3103.23;-255.63;12267.79
3117.52;-270.22;12267.79
3131.83;-284.18;12202.88
3146.12;-297.48;12137.97
3160.42;-310.09;12105.52
3174.72;-321.97;12040.61
3189.03;-333.10;11910.79
3203.32;-343.45;11845.88
3217.63;-353.00;11748.52
3231.92;-361.71;11618.70
3246.24;-369.58;11488.88
3260.54;-376.58;11359.06
3274.84;-382.69;11229.25
3289.13;-387.89;11066.97
3303.43;-392.18;10904.70
3317.72;-395.55;10774.88
3332.02;-397.97;10580.16
3346.32;-399.46;10417.88
3360.62;-400.00;10223.16
3374.93;-399.59;10028.43
3389.23;-398.23;9833.70
3403.53;-395.92;9638.98
3417.83;-392.67;9444.25
3432.13;-388.48;9217.07
3446.42;-383.37;9022.34
3460.72;-377.34;8795.16
3475.02;-370.40;8567.98
3489.32;-362.59;8340.80
3503.63;-353.89;8081.16
3517.92;-344.36;7821.53
3532.22;-333.99;7594.35
3546.53;-322.82;7334.71
3560.82;-310.88;7107.53
3575.12;-298.18;6847.89
3589.42;-284.77;6620.71
3603.72;-270.66;6328.62
3618.02;-255.90;6068.99
3632.32;-240.51;5809.35
3646.62;-224.54;5549.71
3660.92;-208.04;5290.08
3675.22;-191.01;5030.44
3689.53;-173.52;4770.81
3703.83;-155.60;4511.17
3718.12;-137.31;4251.54
3732.43;-118.67;3991.90
3746.73;-99.74;3732.26
3761.03;-80.57;3505.08
3775.33;-61.18;3245.45
3789.63;-41.65;2985.81
3803.94;-21.99;2758.63
3818.24;-2.29;2498.99
3832.54;17.43;2239.36
3846.84;37.10;2077.09
3861.14;56.70;1882.36
3875.45;76.18;1655.18
3889.74;95.46;1460.45
3904.04;114.52;1298.18
3918.34;133.31;1103.45
3932.64;151.78;973.63
3946.94;169.89;876.27
3961.24;187.59;746.45
3975.55;204.84;649.09
3989.85;221.59;584.18
4004.14;237.79;519.27
4018.44;253.42;519.27
4032.74;268.44;486.82
4047.04;282.81;486.82
4061.35;296.49;486.82
4075.65;309.45;519.27
4089.95;321.64;551.73
4104.25;333.04;584.18
4118.55;343.63;649.09
4132.85;353.37;714.00
4147.15;362.25;778.91
4161.45;370.23;843.82
4175.75;377.30;941.18
4190.05;383.44;1038.54
4204.35;388.63;1103.45
4218.66;392.87;1233.27
4232.95;396.12;1363.09
4247.25;398.40;1492.91
4261.56;399.69;1622.72
4275.86;399.98;1752.54
4290.16;399.28;1882.36
4304.46;397.58;2044.63
4318.76;394.89;2206.90
4333.06;391.22;2401.63
4347.36;386.57;2563.90
4361.66;380.96;2758.63
4375.96;374.39;2953.36
4390.26;366.88;3148.08
4404.56;358.45;3342.81
4418.86;349.12;3569.99
4433.16;338.91;3764.72
4447.46;327.85;4024.35
4461.75;315.97;4251.54
4476.06;303.28;4478.72
4490.36;289.82;4738.35
4504.66;275.63;4965.53
4518.96;260.75;5192.72
4533.26;245.20;5452.35
4547.56;229.02;5711.99
4561.86;212.27;5939.17
4576.16;194.96;6166.35
4590.46;177.16;6425.98
4604.77;158.90;6685.62
4619.07;140.24;6912.80
4633.37;121.22;7139.98
4647.67;101.88;7399.62
4661.97;82.27;7659.25
4676.27;62.45;7886.44
4690.57;42.47;8113.62
4704.87;22.36;8373.25
4719.18;2.19;8600.43
4733.48;-17.98;8827.62
4747.78;-38.13;8989.89
4762.07;-58.17;9152.16
4776.37;-78.08;9346.89
4790.67;-97.80;9574.07
4804.98;-117.28;9703.89
4819.28;-136.46;9866.16
4833.58;-155.31;9995.98
4847.88;-173.76;10125.79
4862.18;-191.77;10223.16
4876.48;-209.29;10320.52
4890.78;-226.29;10385.43
4905.09;-242.72;10417.88
4919.39;-258.52;10450.34
4933.69;-273.67;10482.79
4947.99;-288.11;10482.79
4962.29;-301.82;10482.79
4976.59;-314.76;10450.34
4990.89;-326.89;10417.88
5005.19;-338.18;10385.43
5019.50;-348.60;10352.98
5033.80;-358.13;10288.07
5048.10;-366.72;10255.61
5062.40;-374.37;10158.25
5076.70;-381.06;10093.34
5091.00;-386.76;9995.98
5105.30;-391.45;9931.07
5119.60;-395.14;9801.25
5133.90;-397.79;9671.43
5148.20;-399.41;9574.07
5162.49;-400.00;9444.25
5176.79;-399.54;9281.98
5191.09;-398.04;9152.16
5205.39;-395.50;8989.89
5219.69;-391.93;8827.62
5233.98;-387.33;8665.34
5248.29;-381.72;8438.16
5262.59;-375.11;8275.89
5276.90;-367.50;8081.16
5291.20;-358.94;7853.98
5305.50;-349.43;7659.25
5319.80;-338.99;7432.07
5334.10;-327.67;7204.89
5348.40;-315.48;6945.26
5362.71;-302.45;6718.08
5377.01;-288.62;6490.89
5391.32;-274.02;6296.17
5405.62;-258.70;6036.53
5419.92;-242.68;5776.90
5434.22;-226.02;5517.26
5448.52;-208.77;5290.08
5462.82;-190.95;5062.90
5477.12;-172.61;4803.26
5491.43;-153.81;4543.63
5505.73;-134.60;4316.44
5520.03;-115.02;4089.26
5534.33;-95.14;3829.63
5548.63;-74.99;3602.45
5562.93;-54.63;3375.26
5577.23;-34.12;3115.63
5591.53;-13.51;2888.45
5605.84;7.15;2661.27
5620.14;27.79;2466.54
5634.44;48.36;2304.27
5648.74;68.82;2077.09
5663.04;89.10;1882.36
5677.34;109.15;1752.54
5691.64;128.91;1590.27
5705.94;148.33;1460.45
5720.24;167.37;1363.09
5734.55;185.96;1233.27
5748.84;204.05;1168.36
5763.14;221.61;1103.45
5777.44;238.58;1038.54
5791.74;254.91;1006.09
5806.04;270.56;1006.09
5820.34;285.48;1006.09
5834.64;299.65;1006.09
5848.94;313.01;1038.54
5863.24;325.53;1071.00
5877.54;337.18;1103.45
5891.84;347.91;1168.36
5906.14;357.71;1233.27
5920.44;366.54;1298.18
5934.73;374.38;1363.09
5949.03;381.21;1460.45
5963.33;387.01;1557.81
5977.63;391.75;1622.72
5991.93;395.43;1752.54
6006.24;398.04;1849.90
6020.54;399.56;1979.72
6034.84;399.99;2109.54
6049.14;399.34;2271.81
6063.44;397.58;2401.63
6077.73;394.75;2563.90
6092.03;390.83;2726.18
6106.34;385.84;2888.45
6120.63;379.80;3083.17
6134.94;372.70;3277.90
6149.24;364.58;3472.63
6163.54;355.46;3699.81
6177.84;345.35;3894.54
6192.14;334.29;4089.26
6206.45;322.31;4348.90
6220.75;309.43;4576.08
6235.05;295.70;4803.26
6249.35;281.15;5030.44
6263.65;265.81;5257.62
6277.95;249.73;5517.26
6292.25;232.96;5744.44
6306.55;215.53;6004.08
6320.85;197.51;6231.26
6335.15;178.93;6490.89
6349.45;159.84;6718.08
6363.75;140.31;6945.26
6378.04;120.38;7172.44
6392.34;100.10;7432.07
6406.64;79.55;7659.25
6420.94;58.75;7886.44
6435.24;37.78;8113.62
6449.54;16.70;8373.25
6463.84;-4.42;8600.43
6478.14;-25.55;8762.71
6492.44;-46.62;8924.98
6506.74;-67.56;9152.16
6521.04;-88.32;9314.43
6535.33;-108.84;9476.70
6549.63;-129.06;9606.52
6563.93;-148.93;9768.79
6578.24;-168.40;9866.16
6592.53;-187.40;9931.07
6606.83;-205.87;10060.89
6621.12;-223.77;10125.79
6635.42;-241.04;10125.79
6649.72;-257.65;10158.25
6664.03;-273.54;10158.25
6678.33;-288.67;10158.25
6692.63;-302.97;10158.25
6706.93;-316.44;10125.79
6721.24;-329.01;10060.89
6735.54;-340.65;10028.43
6749.84;-351.33;9963.52
6764.14;-361.01;9898.61
6778.43;-369.67;9801.25
6792.74;-377.29;9736.34
6807.04;-383.84;9638.98
6821.34;-389.30;9541.61
6835.64;-393.65;9411.80
6849.94;-396.88;9314.43
6864.24;-398.97;9152.16
6878.54;-399.93;9022.34
6892.84;-399.75;8860.07
6907.14;-398.42;8697.80
6921.44;-395.96;8535.53
6935.74;-392.35;8340.80
6950.05;-387.62;8178.53
6964.36;-381.77;7951.35
6978.65;-374.83;7756.62
6992.96;-366.80;7529.44
7007.25;-357.73;7334.71
7021.56;-347.61;7107.53
7035.86;-336.48;6880.35
7050.16;-324.39;6653.17
7064.46;-311.35;6425.98
7078.76;-297.42;6198.80
7093.06;-282.61;5939.17
7107.36;-266.98;5679.53
7121.66;-250.57;5452.35
7135.96;-233.43;5192.72
7150.26;-215.61;4965.53
7164.56;-197.15;4705.90
7178.86;-178.12;4478.72
7193.16;-158.56;4251.54
7207.46;-138.53;3991.90
7221.76;-118.08;3732.26
7236.06;-97.28;3505.08
7250.36;-76.21;3277.90
7264.66;-54.89;3018.27
7278.95;-33.42;2791.08
7293.25;-11.82;2531.45
7307.55;9.81;2304.27
7321.86;31.43;2109.54
7336.15;52.95;1914.81
7350.45;74.33;1687.63
7364.76;95.53;1525.36
7379.06;116.42;1363.09
7393.36;136.99;1200.82
7407.66;157.17;1038.54
7421.96;176.89;941.18
7436.26;196.09;843.82
7450.56;214.73;746.45
7464.86;232.74;681.54
7479.16;250.06;649.09
7493.46;266.66;584.18
7507.76;282.48;584.18
7522.06;297.47;584.18
7536.36;311.58;584.18
7550.66;324.77;584.18
7564.96;337.00;616.63
7579.26;348.24;649.09
7593.56;358.45;714.00
7607.85;367.59;778.91
7622.15;375.65;843.82
7636.45;382.59;908.73
7650.75;388.39;973.63
7665.05;393.03;1071.00
7679.34;396.51;1168.36
7693.64;398.80;1265.72
7707.94;399.90;1363.09
7722.25;399.80;1492.91
7736.55;398.50;1622.72
7750.84;396.01;1785.00
7765.14;392.33;1914.81
7779.44;387.47;2077.09
7793.74;381.44;2206.90
7808.04;374.27;2369.18
7822.34;365.96;2563.90
7836.64;356.55;2726.18
7850.94;346.06;2920.90
7865.24;334.52;3115.63
7879.54;321.96;3310.36
7893.84;308.43;3537.54
7908.14;293.96;3732.26
7922.44;278.59;3959.45
7936.74;262.37;4186.63
7951.04;245.36;4413.81
7965.34;227.58;4673.44
7979.64;209.11;4868.17
7993.94;189.99;5095.35
8008.24;170.28;5354.99
8022.55;150.06;5582.17
8036.85;129.36;5841.80
8051.15;108.26;6068.99
8065.46;86.82;6296.17
8079.75;65.12;6523.35
8094.05;43.21;6750.53
8108.34;21.15;6977.71
8122.65;-0.98;7204.89
8136.95;-23.13;7367.16
8151.25;-45.20;7529.44
8165.54;-67.13;7724.16
8179.85;-88.89;7918.89
8194.15;-110.38;8048.71
8208.45;-131.52;8178.53
8222.75;-152.29;8308.34
8237.05;-172.59;8373.25
8251.35;-192.36;8438.16
8265.65;-211.54;8503.07
8279.94;-230.07;8567.98
8294.24;-247.90;8567.98
8308.54;-264.97;8567.98
8322.84;-281.24;8567.98
8337.14;-296.64;8535.53
8351.44;-311.12;8503.07
8365.74;-324.65;8470.62
8380.05;-337.17;8405.71
8394.34;-348.64;8340.80
8408.64;-359.04;8275.89
8422.94;-368.32;8178.53
8437.24;-376.45;8081.16
8451.54;-383.42;7983.80
8465.85;-389.19;7853.98
8480.15;-393.74;7724.16
8494.45;-397.07;7561.89
8508.75;-399.15;7399.62
8523.06;-399.98;7237.35
8537.35;-399.56;7075.07
8551.65;-397.89;6880.35
8565.95;-394.96;6685.62
8580.26;-390.79;6490.89
8594.55;-385.39;6296.17
8608.85;-378.77;6068.99
8623.15;-370.95;5841.80
8637.45;-361.97;5647.08
8651.75;-351.83;5419.90
8666.05;-340.59;5192.72
8680.34;-328.26;4965.53
8694.64;-314.88;4738.35
8708.95;-300.50;4478.72
8723.25;-285.16;4283.99
8737.54;-268.92;4024.35
8751.84;-251.81;3797.17
8766.14;-233.90;3569.99
8780.44;-215.23;3310.36
8794.74;-195.86;3083.17
8809.04;-175.87;2855.99
8823.34;-155.32;2596.36
8837.64;-134.24;2336.72
8851.94;-112.74;2109.54
8866.23;-90.88;1849.90
8880.53;-68.71;1622.72
8894.83;-46.30;1363.09
8909.14;-23.73;1103.45
8923.44;-1.09;876.27
8937.74;21.57;649.09
8952.04;44.17;454.36
8966.33;66.63;259.64
8980.64;88.90;32.45
8994.94;110.89;-129.82
9009.24;132.53;-324.54
9023.54;153.75;-454.36
9037.84;174.48;-584.18
9052.14;194.64;-714.00
9066.44;214.20;-778.91
9080.74;233.07;-843.82
9095.03;251.19;-908.73
9109.34;268.50;-941.18
9123.64;284.96;-941.18
9137.94;300.50;-941.18
9152.24;315.05;-908.73
9166.54;328.60;-876.27
9180.84;341.07;-843.82
9195.14;352.45;-778.91
9209.44;362.67;-681.54
9223.74;371.72;-616.63
9238.04;379.55;-519.27
9252.35;386.15;-389.45
9266.65;391.49;-292.09
9280.95;395.54;-194.73
9295.25;398.30;-32.45
9309.55;399.76;97.36
9323.84;399.90;259.64
9338.15;398.73;421.91
9352.45;396.24;584.18
9366.74;392.45;746.45
9381.04;387.37;941.18
9395.35;381.00;1103.45
9409.65;373.37;1298.18
9423.95;364.51;1492.91
9438.25;354.44;1687.63
9452.55;343.19;1882.36
9466.86;330.80;2077.09
9481.15;317.31;2271.81
9495.45;302.76;2498.99
9509.75;287.20;2726.18
9524.05;270.68;2920.90
9538.34;253.25;3180.54
9552.64;234.98;3375.26
9566.94;215.91;3634.90
9581.24;196.11;3862.08
9595.54;175.65;4089.26
9609.84;154.58;4348.90
9624.14;132.99;4576.08
9638.45;110.95;4835.72
9652.75;88.53;5062.90
9667.05;65.80;5290.08
9681.35;42.85;5549.71
9695.65;19.74;5776.90
9709.95;-3.45;6036.53
9724.25;-26.64;6198.80
9738.54;-49.73;6361.08
9752.84;-72.67;6555.80
9767.14;-95.38;6750.53
9781.44;-117.78;6912.80
9795.75;-139.80;7042.62
9810.05;-161.36;7172.44
9824.35;-182.37;7269.80
9838.65;-202.77;7334.71
9852.96;-222.51;7399.62
9867.26;-241.49;7464.53
9881.56;-259.66;7464.53
9895.87;-276.95;7464.53
9910.16;-293.30;7464.53
9924.47;-308.67;7399.62
9938.77;-323.00;7367.16
9953.08;-336.22;7302.26
9967.38;-348.31;7237.35
9981.68;-359.20;7139.98
9995.98;-368.87;7075.07
10010.27;-377.29;6945.26
10024.57;-384.41;6815.44
10038.87;-390.23;6685.62
10053.17;-394.70;6555.80
10067.46;-397.82;6393.53
10081.76;-399.58;6231.26
10096.06;-399.97;6068.99
10110.36;-398.97;5874.26
10124.67;-396.60;5711.99
10138.97;-392.87;5517.26
10153.27;-387.77;5322.53
10167.58;-381.33;5127.81
10181.88;-373.57;4933.08
10196.17;-364.52;4705.90
10210.47;-354.20;4478.72
10224.77;-342.65;4283.99
10239.07;-329.90;4056.81
10253.37;-316.00;3829.63
10267.68;-300.99;3634.90
10281.97;-284.94;3407.72
10296.27;-267.88;3180.54
10310.58;-249.88;2920.90
10324.88;-231.00;2693.72
10339.18;-211.31;2466.54
10353.48;-190.87;2206.90
10367.78;-169.76;1979.72
10382.07;-148.05;1720.09
10396.37;-125.80;1492.91
10410.67;-103.10;1233.27
10424.97;-80.04;1006.09
10439.26;-56.69;778.91
10453.57;-33.11;519.27
10467.87;-9.41;259.64
10482.17;14.33;32.45
10496.47;38.03;-162.27
10510.77;61.60;-324.54
10525.07;84.97;-551.73
10539.37;108.06;-714.00
10553.68;130.77;-876.27
10567.98;153.03;-1038.54
10582.28;174.75;-1168.36
10596.58;195.86;-1233.27
10610.89;216.29;-1330.63
10625.19;235.96;-1395.54
10639.49;254.79;-1428.00
10653.79;272.73;-1428.00
10668.09;289.70;-1428.00
10682.39;305.65;-1428.00
10696.69;320.51;-1363.09
10711.00;334.24;-1330.63
10725.30;346.78;-1265.72
10739.60;358.08;-1200.82
10753.90;368.10;-1103.45
10768.20;376.81;-1006.09
10782.50;384.17;-908.73
10796.80;390.16;-778.91
10811.10;394.74;-649.09
10825.40;397.91;-519.27
10839.70;399.64;-357.00
10854.00;399.94;-194.73
10868.30;398.79;-32.45
10882.60;396.21;129.82
10896.90;392.18;324.54
10911.20;386.75;519.27
10925.50;379.90;681.54
10939.80;371.68;876.27
10954.10;362.11;1103.45
10968.40;351.22;1298.18
10982.70;339.05;1492.91
10997.01;325.64;1687.63
11011.31;311.03;1882.36
11025.61;295.29;2109.54
11039.91;278.47;2336.72
11054.21;260.62;2563.90
11068.51;241.82;2758.63
11082.81;222.12;2985.81
11097.11;201.59;3245.45
11111.41;180.33;3472.63
11125.71;158.39;3699.81
11140.00;135.87;3959.45
11154.30;112.83;4186.63
11168.60;89.37;4413.81
11182.90;65.57;4673.44
11197.21;41.51;4900.62
11211.50;17.30;5127.81
11225.80;-6.99;5387.44
11240.10;-31.27;5549.71
11254.41;-55.45;5711.99
11268.71;-79.44;5939.17
11283.02;-103.14;6133.89
11297.32;-126.46;6296.17
11311.62;-149.33;6425.98
11325.92;-171.66;6555.80
11340.23;-193.36;6685.62
11354.53;-214.35;6750.53
11368.83;-234.54;6815.44
11383.12;-253.87;6847.89
11397.43;-272.26;6880.35
11411.73;-289.66;6880.35
11426.03;-305.97;6847.89
11440.34;-321.15;6815.44
11454.64;-335.13;6782.98
11468.95;-347.87;6750.53
11483.24;-359.29;6685.62
11497.54;-369.39;6620.71
11511.84;-378.09;6490.89
11526.14;-385.38;6425.98
11540.44;-391.23;6296.17
11554.74;-395.60;6166.35
11569.04;-398.49;6036.53
11583.34;-399.87;5906.71
11597.64;-399.74;5744.44
11611.94;-398.11;5614.62
11626.24;-394.96;5452.35
11640.54;-390.32;5257.62
11654.84;-384.20;5095.35
11669.14;-376.62;4900.62
11683.44;-367.60;4705.90
11697.74;-357.19;4543.63
11712.04;-345.41;4316.44
11726.34;-332.32;4121.72
11740.64;-317.94;3894.54
11754.94;-302.35;3699.81
11769.24;-285.61;3505.08
11783.54;-267.76;3277.90
11797.83;-248.88;3050.72
11812.14;-229.03;2855.99
11826.44;-208.30;2596.36
11840.75;-186.75;2401.63
11855.05;-164.49;2174.45
11869.34;-141.59;1914.81
11883.65;-118.12;1687.63
11897.94;-94.20;1460.45
11912.24;-69.90;1233.27
11926.54;-45.32;973.63
11940.85;-20.54;778.91
11955.15;4.31;519.27
11969.45;29.17;357.00
11983.75;53.92;194.73
11998.05;78.48;-32.45
12012.35;102.73;-194.73
12026.64;126.60;-357.00
12040.95;150.00;-486.82
12055.25;172.83;-616.63
12069.56;194.99;-714.00
12083.86;216.40;-811.36
12098.16;236.97;-876.27
12112.45;256.63;-908.73
12126.76;275.30;-941.18
12141.05;292.89;-941.18
12155.35;309.35;-908.73
12169.65;324.61;-876.27
12183.95;338.60;-843.82
12198.26;351.28;-778.91
12212.56;362.58;-714.00
12226.86;372.45;-616.63
12241.16;380.86;-551.73
12255.46;387.78;-454.36
12269.75;393.17;-324.54
12284.06;397.02;-227.18
12298.36;399.30;-64.91
12312.66;400.00;64.91
12326.96;399.12;194.73
12341.27;396.65;389.45
12355.57;392.61;551.73
12369.87;387.01;714.00
12384.17;379.88;876.27
12398.47;371.23;1071.00
12412.76;361.10;1233.27
12427.07;349.52;1428.00
12441.37;336.55;1622.72
12455.68;322.22;1817.45
12469.98;306.60;2012.18
12484.28;289.75;2206.90
12498.58;271.74;2434.09
12512.88;252.63;2628.81
12527.18;232.48;2855.99
12541.48;211.41;3083.17
12555.78;189.48;3310.36
12570.09;166.76;3505.08
12584.39;143.36;3764.72
12598.69;119.39;3991.90
12612.99;94.91;4219.08
12627.29;70.05;4446.26
12641.60;44.88;4673.44
12655.90;19.53;4900.62
12670.19;-5.91;5127.81
12684.49;-31.33;5290.08
12698.79;-56.66;5452.35
12713.09;-81.76;5679.53
12727.39;-106.53;5874.26
12741.69;-130.88;6004.08
12755.99;-154.72;6166.35
12770.30;-177.95;6296.17
12784.60;-200.45;6361.08
12798.89;-222.14;6458.44
12813.19;-242.93;6523.35
12827.48;-262.74;6523.35
12841.78;-281.49;6523.35
12856.08;-299.10;6523.35
12870.39;-315.49;6490.89
12884.69;-330.59;6458.44
12898.98;-344.33;6393.53
12913.28;-356.67;6328.62
12927.58;-367.55;6231.26
12941.88;-376.92;6166.35
12956.18;-384.73;6068.99
12970.48;-390.97;5939.17
12984.77;-395.59;5809.35
12999.08;-398.58;5679.53
13013.38;-399.92;5549.71
13027.68;-399.60;5387.44
13041.98;-397.63;5257.62
13056.27;-394.01;5062.90
13070.58;-388.74;4900.62
13084.88;-381.86;4738.35
13099.18;-373.38;4543.63
13113.47;-363.35;4348.90
13127.77;-351.80;4154.17
13142.07;-338.77;3959.45
13156.37;-324.32;3764.72
13170.67;-308.50;3569.99
13184.98;-291.39;3342.81
13199.28;-273.04;3115.63
13213.58;-253.54;2920.90
13227.88;-232.97;2693.72
13242.17;-211.41;2466.54
13256.48;-188.95;2239.36
13270.78;-165.68;2012.18
13285.08;-141.69;1752.54
13299.38;-117.10;1525.36
13313.68;-92.01;1298.18
13327.98;-66.52;1071.00
13342.29;-40.72;843.82
13356.59;-14.75;616.63
13370.88;11.29;357.00
13385.19;37.31;194.73
13399.49;63.17;32.45
13413.79;88.79;-194.73
13428.10;114.04;-357.00
13442.39;138.80;-519.27
13456.69;162.99;-649.09
13470.99;186.50;-778.91
13485.29;209.22;-876.27
13499.60;231.06;-941.18
13513.90;251.92;-1006.09
13528.20;271.71;-1038.54
13542.49;290.34;-1071.00
13556.80;307.74;-1071.00
13571.10;323.83;-1071.00
13585.39;338.52;-1038.54
13599.70;351.77;-1006.09
13614.00;363.51;-941.18
13628.30;373.68;-908.73
13642.60;382.25;-843.82
13656.90;389.17;-746.45
13671.21;394.41;-649.09
13685.50;397.94;-551.73
13699.81;399.74;-421.91
13714.10;399.82;-292.09
13728.40;398.16;-162.27
13742.70;394.76;-32.45
13757.01;389.65;129.82
13771.30;382.84;292.09
13785.60;374.36;454.36
13799.90;364.23;649.09
13814.20;352.51;811.36
13828.50;339.25;1006.09
13842.80;324.49;1200.82
13857.10;308.30;1363.09
13871.40;290.76;1557.81
13885.69;271.93;1752.54
13899.99;251.90;1947.27
13914.29;230.75;2141.99
13928.58;208.58;2369.18
13942.89;185.46;2563.90
