t;u;theta_1
1915.24;-135.77;8340.80
1920.26;-123.47;7821.53
1925.28;-111.04;7269.80
1930.29;-98.50;6750.53
1935.30;-85.84;6231.26
1940.31;-73.12;5679.53
1945.33;-60.29;5160.26
1950.34;-47.43;4608.53
1955.35;-34.50;4089.26
1960.36;-21.52;3569.99
1965.38;-8.53;3018.27
1970.40;4.51;2498.99
1975.42;17.52;2077.09
1980.44;30.52;1817.45
1985.45;43.46;1720.09
1990.46;56.37;1752.54
1995.48;69.22;1882.36
2000.49;81.99;2077.09
2005.50;94.68;2336.72
2010.51;107.27;2628.81
2015.52;119.73;2985.81
2020.53;132.08;3342.81
2025.54;144.28;3764.72
2030.56;156.35;4186.63
2035.57;168.25;4608.53
2040.58;179.95;5062.90
2045.59;191.48;5517.26
2050.60;202.82;6004.08
2055.62;213.94;6490.89
2060.64;224.85;6977.71
2065.66;235.50;7464.53
2070.67;245.90;7983.80
2075.69;256.06;8470.62
2080.70;265.93;8989.89
2085.72;275.52;9509.16
2090.72;284.81;9995.98
2095.74;293.81;10515.25
2100.76;302.50;11034.52
2105.77;310.87;11553.79
2110.78;318.90;12073.06
2115.79;326.59;12592.33
2120.81;333.96;13111.61
2125.82;340.95;13630.88
2130.84;347.59;14150.15
2135.85;353.86;14669.42
2140.87;359.76;15188.69
2145.88;365.27;15707.96
2150.89;370.38;16227.23
2155.90;375.11;16746.51
2160.92;379.44;17265.78
2165.94;383.37;17785.05
2170.95;386.89;18304.32
2175.96;389.99;18823.59
2180.97;392.68;19342.87
2185.98;394.96;19894.59
2191.00;396.82;20413.86
2196.01;398.25;20933.13
2201.02;399.26;21452.41
2206.04;399.84;21971.68
2211.05;400.00;22490.95
2216.06;399.73;23042.67
2221.06;399.03;23561.95
2226.08;397.92;24081.22
2231.09;396.37;24600.49
2236.10;394.41;25119.76
2241.12;392.02;25639.03
2246.14;389.21;26158.31
2251.16;385.99;26677.58
2256.17;382.35;27229.30
2261.19;378.31;27748.57
2266.20;373.86;28267.84
2271.21;369.02;28787.12
2276.22;363.78;29306.39
2281.23;358.16;29858.11
2286.24;352.15;30377.39
2291.24;345.78;30896.66
2296.26;339.01;31415.93
2301.27;331.90;31935.20
2306.28;324.43;32454.47
2311.29;316.61;32973.74
2316.31;308.45;33493.01
2321.32;299.95;34012.29
2326.33;291.14;34564.01
2331.34;282.03;35083.28
2336.36;272.59;35602.55
2341.37;262.87;36121.82
2346.38;252.88;36641.10
2351.40;242.59;37192.82
2356.40;232.08;37712.09
2361.42;221.29;38231.36
2366.44;210.27;38750.64
2371.45;199.01;39269.91
2376.47;187.54;39789.18
2381.49;175.86;40308.45
2386.50;164.01;40827.72
2391.52;151.97;41379.45
2396.54;139.77;41898.72
2401.55;127.42;42417.99
2406.57;114.93;42937.26
2411.58;102.32;43488.99
2416.60;89.59;44008.26
2421.62;76.77;44527.53
2426.63;63.86;45046.80
2431.66;50.86;45566.08
2436.68;37.83;46085.35
2441.69;24.76;46604.62
2446.70;11.66;47156.34
2451.71;-1.42;47675.61
2456.74;-14.56;48097.53
2461.75;-27.66;48324.70
2466.76;-40.71;48389.61
2471.78;-53.75;48357.16
2476.80;-66.72;48227.34
2481.81;-79.62;48000.16
2486.82;-92.41;47708.07
2491.83;-105.10;47383.53
2496.84;-117.70;47026.53
2501.86;-130.18;46637.07
2506.87;-142.52;46215.17
2511.88;-154.70;45793.25
2516.90;-166.71;45338.89
2521.91;-178.55;44884.53
2526.92;-190.19;44397.71
2531.94;-201.64;43910.89
2536.95;-212.87;43424.08
2541.96;-223.86;42937.26
2546.98;-234.63;42417.99
2552.00;-245.13;41931.17
2557.01;-255.39;41411.90
2562.03;-265.36;40892.63
2567.04;-275.04;40373.36
2572.05;-284.42;39854.08
2577.06;-293.50;39334.82
2582.08;-302.26;38815.54
2587.09;-310.70;38296.28
2592.10;-318.80;37744.55
2597.11;-326.57;37225.28
2602.13;-333.98;36706.00
2607.14;-341.04;36154.28
2612.15;-347.71;35635.01
2617.16;-354.02;35115.74
2622.17;-359.94;34596.46
2627.18;-365.47;34077.19
2632.19;-370.61;33525.47
2637.20;-375.36;33006.19
2642.22;-379.70;32454.47
2647.24;-383.64;31935.20
2652.26;-387.15;31415.93
2657.27;-390.25;30864.20
2662.28;-392.93;30344.93
2667.31;-395.18;29793.20
2672.33;-397.00;29273.93
2677.35;-398.40;28754.66
2682.36;-399.36;28202.94
2687.38;-399.89;27683.66
2692.39;-399.98;27131.94
2697.41;-399.64;26612.67
2702.42;-398.87;26093.40
2707.44;-397.67;25541.67
2712.44;-396.04;25022.40
2717.46;-393.98;24470.67
2722.48;-391.49;23951.40
2727.49;-388.57;23432.13
2732.50;-385.24;22880.40
2737.52;-381.48;22328.68
2742.53;-377.31;21809.41
2747.55;-372.73;21290.13
2752.56;-367.75;20738.41
2757.58;-362.37;20219.14
2762.59;-356.60;19667.41
2767.60;-350.43;19148.14
2772.63;-343.87;18628.87
2777.64;-336.96;18077.14
2782.66;-329.67;17557.87
2787.67;-322.03;17006.15
2792.68;-314.04;16486.87
2797.69;-305.71;15967.60
2802.70;-297.05;15415.87
2807.72;-288.05;14864.15
2812.74;-278.74;14344.87
2817.76;-269.11;13825.60
2822.76;-259.23;13273.88
2827.77;-249.06;12754.61
2832.79;-238.59;12202.88
2837.80;-227.89;11683.61
2842.81;-216.92;11164.34
2847.82;-205.73;10612.61
2852.83;-194.31;10060.89
2857.84;-182.68;9541.61
2862.85;-170.84;9022.34
2867.86;-158.82;8470.62
2872.88;-146.61;7951.35
2877.89;-134.26;7399.62
2882.90;-121.76;6880.35
2887.92;-109.11;6328.62
2892.94;-96.34;5809.35
2897.95;-83.47;5257.62
2902.96;-70.51;4738.35
2907.98;-57.46;4219.08
2913.00;-44.36;3667.35
2918.01;-31.22;3148.08
2923.02;-18.03;2596.36
2928.04;-4.82;2077.09
2933.05;8.40;1557.81
2938.06;21.60;1103.45
2943.08;34.79;876.27
2948.09;47.92;778.91
2953.10;61.02;778.91
2958.12;74.05;908.73
2963.13;87.00;1103.45
2968.16;99.89;1363.09
2973.17;112.62;1655.18
2978.18;125.26;2012.18
2983.19;137.73;2401.63
2988.21;150.07;2791.08
2993.22;162.24;3212.99
2998.23;174.24;3667.35
3003.25;186.06;4121.72
3008.26;197.66;4576.08
3013.27;209.04;5062.90
3018.29;220.23;5549.71
3023.30;231.14;6036.53
3028.31;241.80;6555.80
3033.32;252.22;7042.62
3038.34;262.35;7529.44
3043.36;272.21;8048.71
3048.36;281.75;8567.98
3053.38;291.01;9087.25
3058.40;299.94;9606.52
3063.43;308.56;10093.34
3068.44;316.80;10612.61
3073.45;324.72;11131.88
3078.47;332.27;11651.15
3083.49;339.47;12170.43
3088.50;346.29;12689.70
3093.51;352.73;13208.97
3098.52;358.78;13728.24
3103.54;364.44;14247.51
3108.56;369.71;14766.78
3113.58;374.57;15318.51
3118.59;379.01;15837.78
3123.60;383.04;16357.05
3128.62;386.65;16876.33
3133.63;389.84;17395.60
3138.64;392.59;17914.87
3143.66;394.92;18434.14
3148.68;396.81;18953.41
3153.68;398.26;19472.68
3158.70;399.28;19991.95
3163.70;399.85;20511.23
3168.72;399.99;21062.95
3173.74;399.69;21582.22
3178.75;398.95;22101.50
3183.76;397.77;22620.77
3188.77;396.16;23140.04
3193.78;394.10;23659.31
3198.81;391.61;24211.04
3203.82;388.69;24730.31
3208.84;385.34;25249.58
3213.86;381.56;25768.85
3218.87;377.37;26288.12
3223.89;372.76;26807.39
3228.90;367.73;27326.66
3233.92;362.30;27845.93
3238.93;356.48;28397.66
3243.95;350.25;28916.93
3248.96;343.65;29436.21
3253.97;336.67;29955.48
3258.98;329.32;30474.75
3263.98;321.61;31026.48
3269.00;313.52;31545.75
3274.02;305.10;32065.02
3279.03;296.33;32584.29
3284.04;287.24;33103.56
3289.06;277.84;33622.83
3294.06;268.13;34142.10
3299.08;258.13;34661.37
3304.09;247.83;35180.64
3309.10;237.25;35732.37
3314.12;226.42;36251.64
3319.13;215.33;36770.91
3324.14;204.01;37290.19
3329.16;192.47;37841.91
3334.17;180.69;38361.18
3339.18;168.74;38880.45
3344.20;156.57;39399.73
3349.20;144.26;39919.00
3354.21;131.79;40438.27
3359.22;119.16;40957.54
3364.24;106.38;41476.81
3369.26;93.49;41996.08
3374.27;80.50;42547.81
3379.28;67.43;43067.08
3384.30;54.26;43586.35
3389.31;41.05;44105.62
3394.32;27.78;44624.90
3399.34;14.48;45176.62
3404.36;1.14;45695.89
3409.37;-12.18;46215.17
3414.38;-25.46;46604.62
3419.39;-38.74;46864.25
3424.41;-51.99;46929.16
3429.42;-65.16;46896.71
3434.44;-78.28;46734.44
3439.46;-91.30;46507.25
3444.47;-104.24;46215.17
3449.48;-117.04;45890.62
3454.50;-129.72;45501.17
3459.51;-142.26;45111.71
3464.52;-154.64;44722.26
3469.53;-166.83;44267.90
3474.55;-178.85;43813.53
3479.56;-190.67;43359.17
3484.57;-202.29;42872.35
3489.58;-213.67;42385.54
3494.61;-224.85;41898.72
3499.62;-235.77;41411.90
3504.64;-246.42;40892.63
3509.66;-256.80;40373.36
3514.67;-266.87;39854.08
3519.68;-276.65;39334.82
3524.69;-286.14;38815.54
3529.71;-295.31;38296.28
3534.72;-304.15;37777.00
3539.73;-312.64;37257.73
3544.75;-320.79;36738.46
3549.77;-328.60;36219.19
3554.78;-336.01;35699.92
3559.79;-343.07;35148.19
3564.80;-349.75;34628.92
3569.83;-356.04;34109.65
3574.84;-361.92;33557.92
3579.85;-367.41;33038.65
3584.88;-372.50;32519.38
3589.88;-377.15;31967.65
3594.90;-381.39;31448.38
3599.92;-385.21;30896.66
3604.93;-388.59;30377.39
3609.94;-391.54;29858.11
3614.96;-394.06;29306.39
3619.97;-396.14;28787.12
3624.98;-397.77;28235.39
3630.00;-398.95;27716.12
3635.01;-399.70;27196.84
3640.02;-399.99;26645.12
3645.04;-399.84;26125.85
3650.06;-399.24;25574.12
3655.08;-398.20;25054.85
3660.09;-396.71;24535.58
3665.10;-394.78;23983.85
3670.11;-392.41;23464.58
3675.12;-389.59;22912.86
3680.14;-386.34;22393.58
3685.15;-382.66;21874.31
3690.16;-378.55;21322.59
3695.18;-374.01;20770.86
3700.19;-369.06;20251.59
3705.21;-363.69;19732.32
3710.22;-357.91;19180.59
3715.24;-351.73;18661.32
3720.25;-345.16;18109.59
3725.26;-338.21;17590.32
3730.27;-330.87;17071.05
3735.29;-323.16;16519.33
3740.30;-315.09;15967.60
3745.32;-306.65;15448.33
3750.34;-297.87;14929.06
3755.35;-288.77;14377.33
3760.37;-279.33;13858.06
3765.38;-269.59;13306.33
3770.39;-259.54;12787.06
3775.40;-249.22;12235.33
3780.42;-238.59;11716.06
3785.44;-227.68;11164.34
3790.45;-216.54;10645.07
3795.46;-205.15;10125.79
3800.47;-193.53;9574.07
3805.48;-181.70;9022.34
3810.49;-169.67;8503.07
3815.50;-157.43;7983.80
3820.51;-145.03;7432.07
3825.53;-132.44;6912.80
3830.54;-119.71;6361.08
3835.56;-106.84;5841.80
3840.58;-93.84;5322.53
3845.59;-80.76;4770.81
3850.61;-67.54;4219.08
3855.63;-54.28;3699.81
3860.65;-40.93;3180.54
3865.66;-27.57;2628.81
3870.67;-14.19;2077.09
3875.69;-0.74;1557.81
3880.70;12.68;1038.54
3885.72;26.09;616.63
3890.72;39.46;357.00
3895.74;52.80;259.64
3900.76;66.09;292.09
3905.76;79.28;421.91
3910.78;92.40;616.63
3915.79;105.40;876.27
3920.80;118.28;1200.82
3925.81;131.05;1557.81
3930.82;143.65;1914.81
3935.82;156.09;2336.72
3940.83;168.37;2758.63
3945.84;180.45;3212.99
3950.86;192.36;3667.35
3955.88;204.03;4154.17
3960.88;215.46;4608.53
3965.90;226.67;5095.35
3970.91;237.62;5582.17
3975.92;248.29;6101.44
3980.94;258.70;6588.26
3985.95;268.81;7107.53
3990.96;278.61;7594.35
3995.99;288.12;8113.62
4001.00;297.29;8632.89
4006.02;306.12;9152.16
4011.03;314.60;9671.43
4016.04;322.73;10190.70
4021.05;330.49;10709.98
4026.06;337.89;11229.25
4031.08;344.90;11748.52
4036.09;351.52;12267.79
4041.11;357.75;12787.06
4046.12;363.56;13306.33
4051.14;368.97;13825.60
4056.15;373.96;14344.87
4061.17;378.54;14864.15
4066.18;382.67;15383.42
4071.20;386.37;15935.14
4076.21;389.64;16454.42
4081.22;392.46;16973.69
4086.24;394.85;17492.96
4091.25;396.77;18012.23
4096.26;398.26;18563.96
4101.28;399.29;19083.23
4106.30;399.87;19602.50
4111.31;399.99;20121.77
4116.33;399.66;20641.04
4121.35;398.87;21160.32
4126.36;397.63;21679.59
4131.38;395.94;22231.31
4136.39;393.80;22750.58
4141.40;391.21;23269.86
4146.41;388.18;23789.13
4151.42;384.71;24308.40
4156.44;380.80;24860.12
4161.45;376.45;25379.40
4166.46;371.68;25898.67
4171.48;366.48;26417.94
4176.49;360.87;26937.21
4181.50;354.84;27456.48
4186.51;348.42;27975.75
4191.52;341.60;28527.48
4196.54;334.38;29046.75
4201.54;326.80;29566.02
4206.56;318.82;30085.30
4211.58;310.48;30637.02
4216.58;301.81;31156.29
4221.60;292.77;31675.56
4226.61;283.41;32194.83
4231.64;273.69;32714.11
4236.65;263.70;33233.37
4241.66;253.40;33752.65
4246.68;242.79;34304.37
4251.70;231.91;34823.65
4256.70;220.78;35342.92
4261.73;209.36;35894.64
4266.74;197.74;36413.91
4271.75;185.89;36933.19
4276.77;173.81;37452.46
4281.78;161.55;37971.73
4286.79;149.10;38491.00
4291.80;136.47;39042.73
4296.82;123.69;39562.00
4301.82;110.78;40081.27
4306.84;97.73;40600.54
4311.86;84.55;41119.81
4316.86;71.30;41671.54
4321.87;57.96;42190.81
4326.88;44.56;42710.08
4331.90;31.07;43229.35
4336.91;17.58;43748.62
4341.93;4.05;44267.90
4346.94;-9.48;44787.17
4351.95;-22.99;45241.53
4356.97;-36.50;45468.71
4361.98;-49.95;45533.62
4367.00;-63.37;45501.17
4372.01;-76.69;45371.35
4377.03;-89.93;45144.17
4382.04;-103.06;44852.08
4387.06;-116.09;44527.53
4392.07;-128.98;44170.53
4397.09;-141.74;43781.08
4402.10;-154.30;43359.17
4407.10;-166.70;42937.26
4412.12;-178.92;42450.44
4417.14;-190.95;41996.08
4422.16;-202.75;41541.72
4427.16;-214.29;41022.45
4432.18;-225.62;40535.63
4437.19;-236.66;40048.82
4442.20;-247.45;39529.54
4447.21;-257.94;39042.73
4452.22;-268.14;38523.46
4457.23;-278.05;38004.18
4462.24;-287.63;37484.91
4467.26;-296.88;36965.64
4472.27;-305.81;36446.37
4477.28;-314.36;35927.10
4482.30;-322.58;35407.83
4487.33;-330.43;34856.10
4492.34;-337.88;34336.83
4497.35;-344.94;33817.56
4502.36;-351.60;33298.28
4507.37;-357.87;32779.01
4512.38;-363.72;32227.29
4517.40;-369.16;31708.02
4522.41;-374.17;31156.29
4527.43;-378.76;30637.02
4532.44;-382.90;30117.75
4537.45;-386.60;29598.48
4542.46;-389.87;29046.75
4547.48;-392.68;28527.48
4552.49;-395.04;27975.75
4557.50;-396.94;27456.48
4562.52;-398.39;26937.21
4567.53;-399.38;26385.48
4572.54;-399.90;25866.21
4577.56;-399.97;25314.49
4582.57;-399.58;24795.22
4587.58;-398.72;24275.94
4592.60;-397.41;23724.22
4597.60;-395.63;23204.95
4602.61;-393.41;22653.22
4607.63;-390.72;22133.95
4612.64;-387.59;21614.68
4617.65;-384.00;21062.95
4622.66;-379.98;20511.23
4627.67;-375.52;19991.95
4632.68;-370.62;19472.68
4637.69;-365.30;18920.96
4642.70;-359.56;18401.69
4647.72;-353.38;17849.96
4652.73;-346.80;17330.69
4657.75;-339.82;16811.42
4662.76;-332.45;16259.69
4667.77;-324.70;15740.42
4672.79;-316.56;15188.69
4677.80;-308.07;14669.42
4682.81;-299.21;14117.70
4687.83;-290.00;13598.42
4692.84;-280.47;13046.70
4697.86;-270.59;12527.42
4702.86;-260.42;11975.70
4707.88;-249.93;11456.43
4712.90;-239.14;10904.70
4717.91;-228.09;10385.43
4722.93;-216.77;9866.16
4727.94;-205.21;9314.43
4732.95;-193.41;8762.71
4737.97;-181.37;8243.44
4742.99;-169.09;7724.16
4748.00;-156.66;7172.44
4753.02;-144.02;6620.71
4758.04;-131.21;6101.44
4763.05;-118.29;5582.17
4768.06;-105.20;5030.44
4773.07;-92.01;4511.17
4778.08;-78.69;3959.45
4783.10;-65.27;3440.17
4788.11;-51.79;2920.90
4793.13;-38.23;2369.18
4798.14;-24.65;1817.45
4803.15;-11.03;1298.18
4808.16;2.61;778.91
4813.18;16.24;357.00
4818.19;29.86;97.36
4823.20;43.44;0.00
4828.22;56.99;32.45
4833.23;70.45;162.27
4838.24;83.84;389.45
4843.26;97.12;649.09
4848.26;110.28;973.63
4853.28;123.34;1330.63
4858.29;136.25;1720.09
4863.30;148.99;2141.99
4868.31;161.56;2563.90
4873.32;173.95;3018.27
4878.34;186.15;3472.63
4883.35;198.13;3959.45
4888.36;209.86;4446.26
4893.37;221.36;4933.08
4898.38;232.59;5419.90
4903.39;243.55;5906.71
4908.40;254.26;6425.98
