t;u;theta_1
67532.04;-371.56;-21582.22
67537.04;-337.77;-22004.13
67542.05;-292.51;-22426.04
67547.07;-236.89;-22912.86
67552.10;-173.10;-23367.22
67557.11;-103.54;-23854.04
67562.11;-30.60;-24340.85
67567.13;43.57;-24827.67
67572.14;116.16;-25249.58
67577.16;184.73;-25444.31
67582.18;247.03;-25541.67
67587.18;300.64;-25476.76
67592.21;344.18;-25346.94
67597.21;375.73;-25119.76
67602.23;394.56;-24827.67
67607.24;399.92;-24503.13
67612.26;391.64;-24146.13
67617.28;370.02;-23756.67
67622.29;335.82;-23334.76
67627.32;290.26;-22880.40
67632.33;234.78;-22426.04
67637.35;171.43;-21971.68
67642.35;102.40;-21484.86
67647.36;29.84;-20998.04
67652.37;-43.46;-20511.23
67657.39;-115.60;-20121.77
67662.40;-183.70;-19894.59
67667.42;-245.63;-19829.68
67672.43;-299.16;-19862.14
67677.44;-342.54;-19991.95
67682.46;-374.55;-20219.14
67687.47;-393.87;-20511.23
67692.50;-399.99;-20835.77
67697.50;-392.68;-21160.32
67702.52;-372.22;-21582.22
67707.52;-339.41;-22004.13
67712.54;-295.13;-22426.04
67717.56;-241.08;-22880.40
67722.56;-179.13;-23367.22
67727.58;-110.96;-23854.04
67732.59;-39.45;-24340.85
67737.62;33.74;-24827.67
67742.63;105.44;-25249.58
67747.65;173.94;-25444.31
67752.66;236.24;-25541.67
67757.67;290.90;-25476.76
67762.67;335.72;-25346.94
67767.68;369.53;-25119.76
67772.69;391.14;-24827.67
67777.71;399.84;-24503.13
67782.72;395.32;-24146.13
67787.74;377.77;-23756.67
67792.76;347.72;-23302.31
67797.77;306.33;-22880.40
67802.80;254.66;-22426.04
67807.79;194.98;-21971.68
67812.80;128.94;-21484.86
67817.82;58.49;-20998.04
67822.83;-13.81;-20511.23
67827.85;-85.58;-20121.77
67832.85;-154.40;-19894.59
67837.86;-218.29;-19829.68
67842.87;-274.96;-19862.14
67847.87;-322.63;-19991.95
67852.89;-359.91;-20219.14
67857.89;-385.35;-20478.77
67862.91;-398.36;-20803.32
67867.92;-398.40;-21160.32
67872.92;-385.49;-21549.77
67877.95;-360.07;-21971.68
67882.96;-323.07;-22426.04
67887.98;-275.50;-22880.40
67893.00;-219.07;-23367.22
67898.00;-155.67;-23821.58
67903.01;-87.26;-24340.85
67908.04;-15.92;-24827.67
67913.04;55.70;-25314.49
67918.06;125.60;-25736.39
67923.07;191.47;-25963.58
67928.08;251.06;-26028.49
67933.11;302.72;-25996.03
67938.11;344.42;-25833.76
67943.14;375.24;-25639.03
67948.14;393.90;-25346.94
67953.17;400.00;-25022.40
67958.17;393.27;-24665.40
67963.18;374.09;-24275.94
67968.21;342.84;-23854.04
67973.21;300.75;-23399.67
67978.23;249.08;-22945.31
67983.24;189.49;-22490.95
67988.26;123.93;-22004.13
67993.27;54.54;-21517.31
67998.28;-16.65;-21030.50
68003.30;-87.40;-20641.04
68008.30;-155.10;-20446.32
68013.32;-217.91;-20348.95
68018.34;-273.96;-20413.86
68023.35;-321.30;-20543.68
68028.37;-358.36;-20770.86
68033.38;-384.16;-21030.50
68038.39;-397.79;-21355.04
68043.40;-398.95;-21744.50
68048.40;-387.58;-22133.95
68053.42;-363.98;-22555.86
68058.43;-328.99;-22977.76
68063.44;-283.84;-23464.58
68068.47;-229.56;-23918.94
68073.49;-168.05;-24405.76
68078.51;-101.42;-24925.03
68083.52;-31.70;-25411.85
68088.55;39.17;-25898.67
68093.56;108.54;-26288.12
68098.58;174.68;-26547.76
68103.59;235.13;-26612.67
68108.59;288.27;-26580.21
68113.60;332.47;-26450.39
68118.63;366.42;-26255.67
68123.64;388.85;-25996.03
68128.65;399.27;-25671.49
68133.67;397.30;-25314.49
68138.67;383.05;-24925.03
68143.71;356.87;-24503.13
68148.71;319.82;-24081.22
68153.71;272.92;-23626.85
68158.74;217.37;-23172.49
68163.75;155.32;-22685.67
68168.78;88.30;-22198.86
68173.78;18.86;-21712.04
68178.81;-51.21;-21192.77
68183.81;-119.59;-20835.77
68188.84;-184.56;-20576.13
68193.85;-243.52;-20511.23
68198.85;-295.13;-20576.13
68203.88;-337.74;-20705.95
68208.89;-369.88;-20933.13
68213.91;-390.76;-21192.77
68218.92;-399.67;-21517.31
68223.93;-396.40;-21874.31
68228.95;-381.05;-22296.22
68233.96;-354.14;-22718.13
68238.96;-316.51;-23140.04
68243.97;-269.31;-23626.85
68249.00;-213.74;-24081.22
68254.00;-151.87;-24568.03
68259.02;-85.43;-25054.85
68264.03;-16.37;-25574.12
68269.05;53.13;-26060.94
68274.06;120.99;-26482.85
68279.08;185.26;-26710.03
68284.08;243.66;-26774.94
68289.09;294.79;-26742.48
68294.11;337.21;-26612.67
68299.12;369.27;-26385.48
68304.14;390.29;-26093.40
68309.15;399.55;-25768.85
68314.17;396.82;-25411.85
68319.17;382.20;-25022.40
68324.17;356.21;-24600.49
68329.21;319.33;-24178.58
68334.21;273.23;-23724.22
68339.22;218.79;-23269.86
68344.24;157.92;-22783.04
68349.25;92.33;-22296.22
68354.26;23.99;-21809.41
68359.26;-44.82;-21290.13
68364.29;-112.65;-20900.68
68369.30;-176.83;-20705.95
68374.32;-235.95;-20641.04
68379.33;-287.85;-20673.50
68384.34;-331.15;-20803.32
68389.35;-364.71;-21030.50
68394.36;-387.46;-21290.13
68399.37;-398.76;-21647.13
68404.39;-398.26;-22004.13
68409.40;-386.01;-22393.58
68414.42;-362.35;-22815.49
68419.44;-327.98;-23269.86
68424.45;-283.98;-23724.22
68429.46;-231.70;-24211.04
68434.47;-172.54;-24665.40
68439.49;-108.54;-25184.67
68444.50;-41.19;-25671.49
68449.50;27.17;-26158.31
68454.52;94.88;-26580.21
68459.53;159.61;-26807.39
68464.54;219.80;-26872.30
68469.56;273.47;-26839.85
68474.58;319.31;-26710.03
68479.59;355.59;-26515.30
68484.59;381.52;-26223.21
68489.60;396.40;-25931.12
68494.63;399.73;-25574.12
68499.64;391.43;-25184.67
68504.64;371.78;-24762.76
68509.67;341.26;-24308.40
68514.67;301.02;-23886.49
68519.69;251.99;-23399.67
68524.71;195.57;-22912.86
68529.71;133.78;-22458.50
68534.72;67.93;-21939.22
68539.74;0.37;-21452.41
68544.75;-67.40;-20965.59
68549.76;-133.15;-20543.68
68554.78;-194.95;-20316.50
68559.78;-251.08;-20251.59
68564.81;-300.18;-20316.50
68569.82;-340.49;-20446.32
68574.82;-370.98;-20673.50
68579.83;-390.91;-20965.59
68584.84;-399.61;-21290.13
68589.88;-396.84;-21647.13
68594.89;-382.74;-22036.58
68599.91;-357.59;-22458.50
68604.92;-322.40;-22912.86
68609.94;-277.79;-23367.22
68614.95;-225.48;-23854.04
68619.96;-166.86;-24340.85
68624.98;-103.24;-24827.67
68629.99;-36.91;-25314.49
68635.00;30.46;-25833.76
68640.02;97.14;-26223.21
68645.03;160.89;-26482.85
68650.05;220.03;-26547.76
68655.07;272.92;-26515.30
68660.08;318.12;-26353.03
68665.09;354.23;-26158.31
68670.10;380.30;-25866.21
68675.11;395.69;-25541.67
68680.14;399.91;-25184.67
68685.14;392.86;-24795.22
68690.16;374.75;-24373.31
68695.17;346.07;-23951.40
68700.18;307.80;-23497.04
68705.21;260.70;-23010.22
68710.21;206.52;-22523.40
68715.22;146.48;-22069.04
68720.23;82.36;-21549.77
68725.25;15.93;-21062.95
68730.26;-50.77;-20543.68
68735.27;-116.15;-20154.23
68740.29;-178.29;-19927.04
68745.29;-235.37;-19862.14
68750.31;-285.80;-19894.59
68755.32;-328.31;-20024.41
68760.34;-361.82;-20219.14
68765.35;-385.09;-20478.77
68770.35;-397.71;-20803.32
68775.38;-399.29;-21160.32
68780.39;-389.78;-21549.77
68785.40;-369.50;-21971.68
68790.42;-338.99;-22426.04
68795.42;-299.09;-22880.40
68800.45;-250.98;-23334.76
68805.48;-195.80;-23821.58
68810.50;-135.21;-24308.40
68815.51;-71.12;-24795.22
68820.53;-4.92;-25314.49
68825.54;61.22;-25833.76
68830.56;125.74;-26223.21
68835.57;186.74;-26482.85
68840.58;242.50;-26547.76
68845.58;291.62;-26515.30
68850.60;332.81;-26385.48
68855.62;364.86;-26158.31
68860.64;386.89;-25898.67
68865.64;398.33;-25574.12
68870.66;398.90;-25184.67
68875.67;388.57;-24795.22
68880.70;367.61;-24405.76
68885.70;336.78;-23951.40
68890.72;296.63;-23497.04
68895.73;248.49;-23042.67
68900.75;193.66;-22555.86
68905.77;133.37;-22069.04
68910.78;69.65;-21582.22
68915.80;4.14;-21095.41
68920.82;-61.61;-20576.13
68925.83;-125.59;-20186.68
68930.84;-186.12;-19927.04
68935.85;-241.61;-19862.14
68940.87;-290.48;-19894.59
68945.87;-331.52;-20024.41
68950.89;-363.67;-20251.59
68955.90;-386.03;-20511.23
68960.92;-397.97;-20835.77
68965.92;-399.21;-21192.77
68970.93;-389.73;-21582.22
68975.96;-369.78;-22004.13
68980.96;-339.97;-22426.04
68985.98;-300.98;-22880.40
68990.99;-254.11;-23367.22
68996.00;-200.27;-23854.04
69001.01;-141.26;-24340.85
69006.03;-78.48;-24827.67
69011.04;-13.41;-25346.94
69016.05;51.58;-25833.76
69021.06;115.49;-26255.67
69026.07;176.18;-26482.85
69031.09;232.31;-26580.21
69036.10;282.04;-26547.76
69041.11;324.31;-26385.48
69046.13;358.08;-26190.76
69051.14;382.26;-25898.67
69056.15;396.29;-25574.12
69061.16;399.86;-25217.12
69066.18;392.84;-24827.67
69071.18;375.48;-24405.76
69076.21;348.14;-23983.85
69081.21;311.74;-23529.49
69086.23;266.96;-23042.67
69091.24;215.49;-22588.31
69096.26;157.96;-22101.50
69101.27;96.58;-21614.68
69106.28;32.71;-21095.41
69111.30;-32.26;-20608.59
69116.31;-96.07;-20186.68
69121.32;-157.46;-19959.50
69126.34;-214.80;-19894.59
69131.35;-266.36;-19927.04
69136.35;-310.94;-20089.32
69141.37;-347.35;-20284.05
69146.38;-374.78;-20576.13
69151.40;-392.40;-20900.68
69156.42;-399.78;-21257.68
69161.44;-396.70;-21647.13
69166.46;-383.30;-22069.04
69171.47;-359.90;-22523.40
69176.49;-327.26;-22977.76
69181.49;-286.11;-23464.58
69186.50;-237.65;-23951.40
69191.51;-182.91;-24438.22
69196.52;-123.60;-24925.03
69201.53;-60.95;-25444.31
69206.54;3.05;-25963.58
69211.56;67.18;-26353.03
69216.57;129.37;-26580.21
69221.57;188.20;-26677.58
69226.60;242.35;-26645.12
69231.60;290.05;-26482.85
69236.63;330.44;-26288.12
69241.64;362.20;-26028.49
69246.65;384.65;-25703.94
69251.67;397.25;-25314.49
69256.67;399.63;-24925.03
69261.70;391.76;-24535.58
69266.71;373.90;-24081.22
69271.73;346.36;-23626.85
69276.75;310.11;-23172.49
69281.76;265.83;-22685.67
69286.78;214.85;-22198.86
69291.80;158.33;-21712.04
69296.80;97.94;-21225.22
69301.83;34.87;-20705.95
69306.83;-28.74;-20186.68
69311.85;-91.87;-19797.23
69316.87;-152.58;-19537.59
69321.87;-209.24;-19472.68
69326.89;-260.72;-19537.59
69331.89;-305.43;-19667.41
69336.91;-342.59;-19894.59
69341.92;-370.94;-20186.68
69346.93;-389.99;-20511.23
69351.95;-399.15;-20900.68
69356.96;-398.23;-21290.13
69361.97;-387.30;-21712.04
69366.99;-366.59;-22166.40
69372.00;-336.64;-22620.77
69377.01;-298.28;-23107.58
69382.02;-252.52;-23594.40
69387.04;-200.21;-24081.22
69392.06;-143.02;-24600.49
69397.07;-82.29;-25087.31
69402.07;-19.54;-25606.58
69407.09;43.67;-26125.85
69412.10;105.76;-26547.76
69417.12;165.28;-26774.94
69422.13;220.63;-26872.30
69427.15;270.47;-26839.85
69432.15;313.37;-26710.03
69437.17;348.65;-26515.30
69442.20;375.17;-26255.67
69447.20;392.29;-25963.58
69452.22;399.70;-25574.12
69457.22;397.18;-25217.12
69462.25;384.79;-24795.22
69467.25;362.90;-24373.31
69472.28;331.90;-23918.94
69477.28;292.87;-23432.13
69482.28;246.62;-22977.76
69487.32;194.07;-22490.95
69492.32;136.96;-22004.13
69497.34;76.30;-21484.86
69502.35;14.05;-20998.04
69507.35;-48.74;-20478.77
69512.37;-110.12;-20056.86
69517.40;-169.10;-19862.14
69522.40;-223.57;-19764.77
69527.43;-272.79;-19829.68
69532.43;-315.08;-19959.50
69537.44;-349.59;-20186.68
69542.47;-375.70;-20446.32
69547.47;-392.51;-20770.86
69552.50;-399.73;-21160.32
69557.50;-397.15;-21549.77
69562.53;-384.82;-21971.68
69567.55;-363.17;-22426.04
69572.57;-332.62;-22880.40
69577.57;-294.01;-23367.22
69582.57;-248.34;-23821.58
69587.60;-196.43;-24340.85
69592.61;-139.98;-24827.67
69597.62;-80.03;-25346.94
69602.64;-18.19;-25866.21
69607.64;44.04;-26353.03
69612.65;105.16;-26774.94
69617.67;163.71;-27002.12
69622.67;218.31;-27099.48
69627.68;267.53;-27067.03
69632.71;310.50;-26937.21
69637.71;345.76;-26742.48
69642.73;372.70;-26482.85
69647.75;390.71;-26190.76
69652.76;399.27;-25833.76
69657.76;398.22;-25444.31
69662.78;387.59;-25022.40
69667.79;367.71;-24600.49
69672.79;338.99;-24146.13
69677.82;302.10;-23691.76
69682.82;258.09;-23204.95
69687.83;207.83;-22718.13
69692.85;152.72;-22231.31
69697.85;93.88;-21744.50
69702.89;32.64;-21225.22
69707.89;-29.17;-20705.95
69712.92;-90.32;-20316.50
69717.92;-149.09;-20089.32
69722.94;-204.49;-19991.95
69727.96;-254.99;-20056.86
69732.97;-299.37;-20186.68
69737.99;-336.60;-20413.86
69743.00;-365.76;-20705.95
69748.02;-386.32;-21030.50
69753.03;-397.66;-21419.95
69758.05;-399.57;-21809.41
69763.06;-392.04;-22231.31
69768.07;-375.20;-22685.67
69773.09;-349.50;-23140.04
69778.10;-315.60;-23626.85
69783.11;-274.23;-24081.22
69788.14;-226.34;-24600.49
69793.14;-173.23;-25087.31
69798.16;-115.99;-25606.58
69803.18;-56.07;-26125.85
69808.19;5.15;-26612.67
69813.21;66.24;-27034.57
69818.21;125.57;-27261.76
69823.23;182.23;-27359.12
69828.25;234.33;-27326.66
69833.26;281.14;-27196.84
69838.28;321.26;-27002.12
69843.28;353.79;-26742.48
69848.29;378.10;-26417.94
69853.32;393.59;-26060.94
69858.32;399.86;-25671.49
69863.33;396.83;-25249.58
69868.34;384.57;-24795.22
69873.35;363.35;-24340.85
69878.37;333.74;-23886.49
69883.38;296.30;-23432.13
69888.40;251.99;-22912.86
69893.41;201.87;-22426.04
69898.44;146.92;-21939.22
69903.46;88.71;-21419.95
69908.46;28.64;-20900.68
69913.50;-32.36;-20413.86
69918.51;-92.54;-19991.95
69923.51;-150.25;-19764.77
69928.53;-204.68;-19699.86
69933.53;-254.22;-19732.32
69938.55;-298.09;-19894.59
69943.55;-334.98;-20121.77
69948.58;-364.27;-20413.86
69953.59;-385.03;-20738.41
69958.60;-397.00;-21095.41
69963.60;-399.84;-21517.31
69968.61;-393.52;-21939.22
69973.64;-378.17;-22393.58
69978.65;-354.17;-22847.95
69983.67;-322.01;-23302.31
69988.67;-282.67;-23821.58
69993.69;-236.68;-24308.40
69998.71;-185.42;-24795.22
70003.73;-129.81;-25314.49
70008.73;-71.44;-25833.76
70013.74;-11.62;-26353.03
70018.75;48.73;-26872.30
70023.76;107.88;-27261.76
70028.78;164.53;-27521.39
70033.78;217.50;-27618.75
70038.81;265.43;-27586.30
70043.81;307.33;-27456.48
70048.84;342.36;-27229.30
70053.85;369.53;-26969.66
70058.85;388.29;-26645.12
70063.87;398.30;-26288.12
70068.88;399.32;-25898.67
70073.90;391.31;-25476.76
70078.90;374.55;-25054.85
70083.92;349.19;-24600.49
70088.93;316.20;-24146.13
70093.93;276.01;-23659.31
70098.96;229.50;-23172.49
70104.00;177.78;-22685.67
70109.01;122.13;-22166.40
70114.02;63.95;-21679.59
70119.04;4.10;-21160.32
70124.05;-55.51;-20641.04
70129.07;-114.00;-20251.59
70134.07;-169.87;-19991.95
70139.10;-222.05;-19927.04
70144.10;-269.03;-19959.50
70149.11;-310.16;-20121.77
70154.14;-344.34;-20316.50
70159.14;-370.78;-20608.59
70164.17;-389.02;-20933.13
70169.17;-398.53;-21322.59
70174.20;-399.19;-21712.04
70179.21;-390.97;-22133.95
70184.21;-374.09;-22588.31
70189.24;-348.85;-23042.67
70194.24;-315.98;-23497.04
70199.25;-276.13;-24016.31
70204.27;-230.05;-24503.13
70209.29;-178.89;-24989.94
70214.31;-123.85;-25509.22
70219.32;-66.16;-26028.49
70224.33;-6.95;-26547.76
70229.34;52.25;-27067.03
70234.35;110.45;-27456.48
70239.36;166.00;-27716.12
70244.38;218.10;-27813.48
70249.39;265.29;-27781.03
70254.40;306.57;-27683.66
70259.42;341.17;-27488.94
70264.44;368.31;-27229.30
70269.44;387.29;-26904.76
70274.47;397.84;-26547.76
70279.47;399.62;-26158.31
70284.48;392.69;-25768.85
70289.51;377.14;-25314.49
70294.51;353.41;-24860.12
70299.53;321.89;-24405.76
70304.54;283.45;-23918.94
70309.57;238.77;-23432.13
70314.57;188.99;-22945.31
70319.59;134.98;-22458.50
70324.60;78.17;-21939.22
70329.60;19.78;-21419.95
70334.64;-39.38;-20933.13
70339.67;-97.51;-20511.23
70344.67;-153.42;-20284.05
70349.69;-205.99;-20186.68
70354.71;-254.12;-20251.59
70359.71;-296.65;-20413.86
70364.73;-332.73;-20641.04
70369.73;-361.66;-20900.68
70374.76;-382.83;-21257.68
70379.76;-395.67;-21614.68
70384.78;-400.00;-22004.13
70389.79;-395.72;-22458.50
70394.80;-382.92;-22880.40
70399.82;-361.89;-23367.22
70404.82;-333.12;-23821.58
70409.85;-297.02;-24308.40
70414.87;-254.75;-24827.67
70419.88;-206.99;-25314.49
70424.89;-154.88;-25833.76
70429.89;-99.44;-26353.03
70434.91;-41.80;-26872.30
70439.92;16.52;-27391.57
70444.93;74.67;-27781.03
70449.94;131.00;-28040.66
70454.96;184.83;-28138.03
70459.97;234.45;-28105.57
70464.99;279.07;-27975.75
70470.00;317.79;-27748.57
70475.00;349.71;-27456.48
70480.02;374.25;-27131.94
70485.03;390.79;-26774.94
70490.04;399.03;-26385.48
70495.05;398.83;-25963.58
70500.07;390.19;-25541.67
70505.07;373.28;-25087.31
70510.10;348.42;-24600.49
70515.11;316.29;-24113.67
70520.13;277.39;-23626.85
70525.14;232.69;-23140.04
70530.14;183.21;-22653.22
70535.17;129.65;-22133.95
70540.17;73.68;-21614.68
70545.18;16.02;-21095.41
70550.20;-41.98;-20576.13
70555.21;-99.12;-20186.68
70560.23;-154.15;-19927.04
70565.24;-205.69;-19862.14
70570.25;-253.18;-19894.59
70575.27;-295.22;-19991.95
70580.29;-331.20;-20186.68
70585.30;-360.04;-20478.77
70590.31;-381.38;-20770.86
70595.32;-394.79;-21160.32
70600.34;-399.94;-21549.77
70605.35;-396.74;-21939.22
70610.36;-385.27;-22393.58
70615.38;-365.77;-22847.95
70620.39;-338.70;-23334.76
70625.40;-304.55;-23821.58
70630.42;-264.00;-24308.40
70635.44;-217.99;-24795.22
70640.46;-167.52;-25314.49
70645.46;-113.76;-25833.76
70650.49;-57.39;-26353.03
70655.49;0.02;-26872.30
70660.51;57.47;-27261.76
70665.52;113.62;-27521.39
70670.53;167.34;-27586.30
70675.55;217.76;-27586.30
70680.56;263.62;-27456.48
70685.58;304.05;-27229.30
70690.60;338.12;-26969.66
70695.60;365.25;-26645.12
70700.62;384.79;-26288.12
70705.63;396.47;-25898.67
70710.64;399.98;-25476.76
70715.65;395.29;-25054.85
70720.67;382.43;-24600.49
70725.69;361.79;-24146.13
70730.71;333.69;-23659.31
70735.71;298.82;-23172.49
70740.72;257.82;-22653.22
70745.74;211.54;-22166.40
70750.76;160.91;-21647.13
70755.77;107.17;-21160.32
70760.79;51.05;-20641.04
70765.79;-5.86;-20121.77
70770.81;-62.78;-19699.86
70775.83;-118.44;-19472.68
70780.83;-171.46;-19375.32
70785.85;-221.11;-19407.77
70790.86;-266.33;-19537.59
70795.88;-306.02;-19732.32
70800.89;-339.54;-20024.41
70805.90;-366.08;-20316.50
70810.92;-385.27;-20705.95
70815.92;-396.62;-21095.41
70820.93;-399.97;-21517.31
70825.96;-395.22;-21939.22
70830.96;-382.51;-22426.04
70835.99;-362.02;-22880.40
70841.00;-334.22;-23367.22
70846.03;-299.66;-23854.04
70851.05;-259.10;-24373.31
70856.05;-213.38;-24860.12
70861.07;-163.43;-25379.40
70866.09;-110.05;-25898.67
70871.10;-54.56;-26417.94
70876.12;1.98;-26937.21
70881.13;58.44;-27391.57
70886.14;113.79;-27618.75
70891.15;166.66;-27716.12
70896.17;216.44;-27683.66
70901.19;261.69;-27586.30
70906.19;301.68;-27359.12
70911.21;335.71;-27099.48
70916.21;362.96;-26807.39
70921.24;383.05;-26417.94
70926.25;395.45;-26028.49
70931.25;399.98;-25639.03
70936.28;396.54;-25184.67
70941.30;385.16;-24730.31
70946.31;366.22;-24275.94
70951.34;339.88;-23789.13
70956.34;306.95;-23302.31
70961.35;267.90;-22815.49
70966.35;223.64;-22328.68
70971.38;174.79;-21809.41
70976.39;122.55;-21290.13
70981.39;68.02;-20770.86
70986.42;11.93;-20251.59
70991.42;-44.21;-19732.32
70996.43;-99.30;-19342.87
71001.45;-152.63;-19083.23
71006.45;-202.78;-19018.32
71011.46;-249.09;-19050.77
71016.48;-290.41;-19213.05
71021.50;-326.07;-19440.23
71026.50;-355.20;-19699.86
71031.52;-377.45;-20056.86
71036.53;-392.25;-20413.86
71041.53;-399.34;-20803.32
71046.57;-398.62;-21225.22
71051.57;-390.10;-21679.59
71056.58;-373.93;-22133.95
71061.59;-350.50;-22620.77
71066.60;-320.26;-23107.58
71071.61;-283.71;-23594.40
71076.62;-241.72;-24113.67
71081.64;-194.94;-24600.49
71086.64;-144.43;-25119.76
71091.65;-91.22;-25639.03
71096.67;-36.00;-26158.31
71101.68;19.63;-26677.58
71106.70;75.10;-27099.48
71111.71;128.92;-27359.12
71116.72;180.29;-27456.48
71121.73;228.07;-27424.03
71126.76;271.63;-27261.76
71131.76;309.67;-27067.03
71136.79;341.90;-26774.94
71141.79;367.32;-26450.39
71146.80;385.72;-26093.40
71151.82;396.69;-25703.94
71156.82;399.98;-25282.03
71161.85;395.55;-24860.12
71166.85;383.55;-24405.76
71171.86;364.15;-23918.94
71176.89;337.68;-23432.13
71181.89;304.85;-22945.31
71186.90;266.07;-22458.50
71191.90;222.40;-21939.22
71196.93;174.15;-21452.41
71201.96;122.66;-20933.13
71206.96;68.92;-20413.86
71211.97;13.92;-19894.59
71216.99;-41.42;-19375.32
71222.00;-95.78;-18953.41
71227.00;-148.32;-18726.23
71232.02;-198.18;-18628.87
71237.03;-244.13;-18693.78
71242.03;-285.40;-18823.59
71247.05;-321.27;-19018.32
71252.07;-351.02;-19310.41
71257.07;-374.06;-19634.96
71262.08;-389.99;-19991.95
71267.10;-398.52;-20381.41
71272.11;-399.47;-20803.32
71277.14;-392.83;-21257.68
71282.14;-378.77;-21712.04
71287.16;-357.48;-22198.86
71292.16;-329.55;-22685.67
71297.17;-295.38;-23172.49
71302.18;-255.58;-23691.76
71307.18;-211.03;-24178.58
71312.21;-162.37;-24697.85
71317.22;-110.86;-25217.12
71322.23;-57.11;-25736.39
71327.24;-2.42;-26288.12
71332.26;52.48;-26807.39
71337.28;106.37;-27229.30
71342.28;157.95;-27456.48
71347.32;206.88;-27586.30
71352.32;251.66;-27553.85
71357.35;291.92;-27424.03
71362.37;326.57;-27229.30
71367.38;355.07;-26969.66
71372.39;376.86;-26677.58
71377.41;391.64;-26320.58
71382.43;399.09;-25931.12
71387.46;399.04;-25509.22
71392.46;391.55;-25054.85
71397.47;376.74;-24632.94
71402.49;354.95;-24146.13
71407.49;326.56;-23691.76
71412.52;291.96;-23172.49
71417.52;252.12;-22685.67
71422.53;207.49;-22198.86
71427.56;159.08;-21679.59
71432.57;107.64;-21160.32
71437.57;54.40;-20641.04
71442.58;0.05;-20154.23
71447.60;-54.37;-19602.50
71452.62;-107.59;-19213.05
71457.63;-158.92;-18953.41
71462.64;-207.24;-18888.50
71467.67;-251.84;-18888.50
71472.67;-291.59;-19018.32
71477.70;-326.08;-19245.50
71482.71;-354.42;-19505.14
71487.72;-376.28;-19829.68
71492.74;-391.21;-20186.68
71497.75;-398.89;-20576.13
71502.77;-399.24;-20998.04
71507.78;-392.27;-21452.41
71512.79;-378.07;-21906.77
71517.80;-356.94;-22393.58
71522.82;-329.25;-22880.40
71527.83;-295.57;-23367.22
71532.83;-256.62;-23886.49
71537.85;-212.74;-24373.31
71542.85;-165.19;-24892.58
71547.87;-114.53;-25411.85
71552.89;-61.78;-25931.12
71557.89;-8.00;-26450.39
71562.90;45.87;-27002.12
71567.91;98.99;-27391.57
71572.93;150.32;-27651.21
71577.94;198.85;-27781.03
71582.95;243.66;-27748.57
71587.96;284.15;-27651.21
71592.97;319.42;-27456.48
71597.99;348.88;-27196.84
71603.00;371.95;-26872.30
71608.01;388.37;-26515.30
71613.03;397.72;-26125.85
71618.03;399.85;-25736.39
71623.04;394.75;-25282.03
71628.06;382.54;-24827.67
71633.06;363.43;-24373.31
71638.07;337.73;-23886.49
71643.09;305.91;-23399.67
71648.10;268.61;-22912.86
71653.14;226.29;-22393.58
71658.14;180.24;-21906.77
71663.16;130.77;-21387.50
71668.17;78.99;-20900.68
71673.20;25.73;-20348.95
71678.21;-27.82;-19829.68
71683.22;-81.01;-19440.23
71688.23;-132.47;-19180.59
71693.25;-181.78;-19115.68
71698.26;-227.73;-19148.14
71703.27;-269.54;-19277.95
71708.28;-306.60;-19472.68
71713.30;-338.10;-19732.32
71718.32;-363.66;-20056.86
71723.35;-382.67;-20413.86
71728.37;-394.79;-20803.32
71733.39;-399.84;-21225.22
71738.42;-397.75;-21679.59
71743.42;-388.57;-22133.95
71748.44;-372.51;-22620.77
71753.46;-349.77;-23107.58
71758.46;-320.90;-23594.40
71763.48;-286.30;-24081.22
71768.49;-246.62;-24600.49
71773.51;-202.59;-25119.76
71778.51;-155.02;-25639.03
71783.53;-104.64;-26158.31
71788.55;-52.45;-26677.58
71793.55;0.55;-27196.84
71798.57;53.54;-27651.21
71803.57;105.56;-27910.85
71808.58;155.79;-27975.75
71813.59;203.16;-27975.75
71818.60;247.09;-27845.93
71823.62;286.50;-27618.75
71828.64;321.05;-27359.12
71833.65;349.77;-27034.57
71838.66;372.32;-26677.58
71843.68;388.44;-26288.12
71848.69;397.63;-25866.21
71853.71;399.88;-25444.31
71858.72;395.11;-24989.94
71863.74;383.41;-24503.13
71868.75;365.00;-24016.31
71873.77;340.17;-23529.49
71878.77;309.53;-23042.67
71883.78;273.45;-22523.40
71888.81;232.48;-22004.13
71893.81;187.57;-21517.31
71898.82;139.47;-20998.04
71903.83;88.84;-20478.77
71908.85;36.63;-19959.50
71913.87;-16.12;-19440.23
71918.88;-68.55;-19018.32
71923.90;-119.92;-18758.68
71928.91;-169.00;-18693.78
71933.93;-215.25;-18726.23
71938.94;-257.65;-18856.05
71943.96;-295.65;-19050.77
71948.97;-328.50;-19342.87
71953.99;-355.64;-19667.41
71959.00;-376.57;-20024.41
71964.02;-391.01;-20413.86
71969.03;-398.70;-20835.77
71974.05;-399.48;-21290.13
71979.07;-393.35;-21744.50
71984.08;-380.47;-22231.31
71989.10;-360.98;-22718.13
71994.10;-335.36;-23204.95
71999.13;-303.87;-23724.22
72004.14;-267.18;-24211.04
72009.17;-225.79;-24730.31
72014.19;-180.56;-25249.58
72019.21;-132.47;-25801.30
72024.23;-81.87;-26320.58
72029.25;-29.98;-26839.85
72034.26;22.39;-27391.57
72039.26;74.27;-27813.48
72044.29;125.08;-28040.66
72049.30;173.41;-28170.48
