t;u;theta_1
0.04;0.06;0.00
10.06;12.63;32.45
20.07;25.21;64.91
30.08;37.76;97.36
40.10;50.28;162.27
50.12;62.75;227.18
60.13;75.14;324.54
70.14;87.48;454.36
80.15;99.72;584.18
90.16;111.87;714.00
100.18;123.92;876.27
110.20;135.84;1071.00
120.21;147.63;1265.72
130.22;159.27;1492.91
140.24;170.76;1720.09
150.25;182.08;1979.72
160.26;193.21;2239.36
170.27;204.16;2531.45
180.28;214.90;2823.54
190.29;225.43;3148.08
200.30;235.74;3472.63
210.30;245.81;3829.63
220.32;255.66;4154.17
230.34;265.24;4543.63
240.36;274.56;4900.62
250.37;283.61;5290.08
260.39;292.38;5711.99
270.40;300.86;6101.44
280.40;309.03;6523.35
290.42;316.90;6945.26
300.43;324.45;7399.62
310.44;331.68;7853.98
320.45;338.58;8308.34
330.46;345.15;8762.71
340.48;351.37;9249.52
350.49;357.24;9736.34
360.50;362.75;10223.16
370.52;367.90;10709.98
380.54;372.69;11229.25
390.55;377.10;11716.06
400.56;381.13;12235.33
410.57;384.78;12722.15
420.58;388.05;13241.42
430.59;390.92;13760.69
440.61;393.41;14312.42
450.62;395.51;14831.69
460.64;397.20;15383.42
470.66;398.50;15902.69
480.67;399.40;16421.96
490.68;399.89;16973.69
500.70;399.99;17525.41
510.71;399.68;18044.69
520.72;398.97;18596.41
530.74;397.86;19148.14
540.75;396.34;19732.32
550.76;394.43;20284.05
560.77;392.12;20835.77
570.79;389.42;21355.04
580.81;386.32;21906.77
590.82;382.83;22458.50
600.84;378.95;23042.67
610.86;374.70;23561.95
620.86;370.06;24113.67
630.88;365.05;24665.40
640.89;359.67;25217.12
650.90;353.93;25768.85
660.92;347.82;26353.03
670.93;341.37;26904.76
680.94;334.58;27456.48
690.94;327.44;27975.75
700.96;319.97;28527.48
710.96;312.18;29079.21
720.98;304.06;29598.48
730.98;295.64;30150.20
741.00;286.92;30701.93
751.02;277.90;31221.20
761.03;268.60;31772.93
771.04;259.03;32324.66
781.05;249.19;32843.92
791.06;239.10;33395.65
801.08;228.77;33914.92
811.08;218.20;34434.19
821.09;207.42;34953.46
831.11;196.41;35505.19
841.12;185.20;36024.46
851.13;173.81;36543.73
861.14;162.23;37063.00
871.15;150.50;37549.82
881.17;138.60;38069.09
891.18;126.56;38588.36
901.19;114.39;39075.18
911.20;102.10;39594.46
921.22;89.70;40081.27
931.23;77.22;40600.54
941.24;64.65;41087.36
951.25;52.02;41574.17
961.26;39.33;42060.99
971.27;26.60;42547.81
981.28;13.83;43034.62
991.30;1.06;43488.99
1001.30;-11.72;43975.81
1011.32;-24.49;44397.71
1021.33;-37.24;44787.17
1031.36;-49.97;45111.71
1041.36;-62.62;45403.80
1051.37;-75.23;45663.44
1061.38;-87.75;45858.16
1071.40;-100.19;45987.98
1081.41;-112.53;46085.35
1091.42;-124.75;46150.26
1101.43;-136.86;46150.26
1111.44;-148.81;46150.26
1121.45;-160.62;46085.35
1131.47;-172.27;46020.44
1141.49;-183.75;45923.08
1151.50;-195.04;45793.25
1161.51;-206.13;45630.98
1171.52;-217.00;45468.71
1181.53;-227.65;45306.44
1191.54;-238.08;45079.26
1201.56;-248.26;44852.08
1211.57;-258.19;44592.44
1221.58;-267.85;44332.80
1231.60;-277.25;44040.71
1241.60;-286.35;43748.62
1251.61;-295.16;43424.08
1261.62;-303.67;43067.08
1271.64;-311.87;42710.08
1281.65;-319.75;42353.08
1291.66;-327.30;41996.08
1301.68;-334.51;41606.63
1311.68;-341.38;41217.18
1321.69;-347.90;40827.72
1331.70;-354.06;40405.82
1341.71;-359.85;39951.45
1351.72;-365.28;39529.54
1361.74;-370.33;39075.18
1371.76;-375.00;38620.82
1381.77;-379.28;38134.00
1391.78;-383.17;37647.19
1401.79;-386.67;37160.37
1411.80;-389.76;36673.55
1421.82;-392.45;36186.73
1431.83;-394.74;35699.92
1441.86;-396.62;35180.64
1451.87;-398.08;34661.37
1461.89;-399.14;34142.10
1471.90;-399.78;33622.83
1481.92;-400.00;33103.56
1491.94;-399.81;32584.29
1501.94;-399.20;32032.56
1511.96;-398.18;31480.84
1521.96;-396.75;30961.56
1531.98;-394.90;30409.84
1541.99;-392.65;29858.11
1552.01;-389.98;29338.84
1562.02;-386.91;28819.57
1572.03;-383.44;28267.84
1582.04;-379.56;27716.12
1592.05;-375.30;27164.39
1602.07;-370.63;26612.67
1612.08;-365.58;26060.94
1622.09;-360.16;25509.22
1632.11;-354.35;24925.03
1642.12;-348.17;24373.31
1652.13;-341.63;23854.04
1662.15;-334.73;23302.31
1672.16;-327.48;22783.04
1682.17;-319.89;22231.31
1692.18;-311.96;21679.59
1702.19;-303.71;21095.41
1712.20;-295.14;20576.13
1722.22;-286.26;19991.95
1732.24;-277.07;19472.68
1742.25;-267.59;18888.50
1752.26;-257.84;18369.23
1762.28;-247.80;17849.96
1772.29;-237.51;17330.69
1782.30;-226.97;16778.96
1792.32;-216.19;16259.69
1802.33;-205.19;15707.96
1812.34;-193.96;15188.69
1822.35;-182.54;14669.42
1832.36;-170.91;14117.70
1842.38;-159.11;13598.42
1852.38;-147.14;13079.15
1862.40;-135.02;12559.88
1872.41;-122.74;12040.61
1882.42;-110.34;11553.79
1892.43;-97.82;11066.97
1902.44;-85.19;10580.16
1912.45;-72.48;10060.89
1922.46;-59.68;9574.07
1932.48;-46.82;9054.80
1942.49;-33.91;8567.98
1952.50;-20.95;8081.16
1962.52;-7.98;7594.35
1972.53;5.01;7139.98
1982.54;17.99;6718.08
1992.55;30.96;6328.62
2002.56;43.89;6036.53
2012.57;56.78;5711.99
2022.58;69.61;5452.35
2032.59;82.37;5257.62
2042.60;95.04;5127.81
2052.62;107.62;5030.44
2062.63;120.09;4965.53
2072.65;132.44;4933.08
2082.66;144.65;4965.53
2092.68;156.70;4997.99
2102.69;168.60;5062.90
2112.70;180.30;5192.72
2122.72;191.83;5290.08
2132.74;203.16;5419.90
2142.76;214.28;5582.17
2152.77;225.16;5776.90
2162.78;235.80;5971.62
2172.79;246.20;6198.80
2182.82;256.35;6425.98
2192.83;266.22;6718.08
2202.84;275.80;6977.71
2212.86;285.10;7302.26
2222.86;294.09;7594.35
2232.88;302.78;7951.35
2242.89;311.13;8308.34
2252.90;319.17;8665.34
2262.91;326.86;9054.80
2272.92;334.21;9444.25
2282.94;341.20;9833.70
2292.95;347.83;10255.61
2302.96;354.09;10709.98
2312.97;359.97;11131.88
2322.99;365.48;11586.25
2333.01;370.59;12040.61
2343.02;375.32;12494.97
2353.04;379.63;12949.33
2363.05;383.55;13436.15
2373.06;387.05;13922.97
2383.07;390.14;14442.24
2393.08;392.82;14929.06
2403.09;395.08;15448.33
2413.11;396.91;15967.60
2423.12;398.32;16486.87
2433.14;399.31;17006.15
2443.14;399.86;17492.96
2453.15;399.99;18012.23
2463.16;399.69;18563.96
2473.17;398.97;19083.23
2483.19;397.81;19634.96
2493.20;396.23;20186.68
2503.21;394.22;20705.95
2513.22;391.79;21257.68
2523.23;388.94;21776.95
2533.24;385.67;22328.68
2543.26;381.99;22880.40
2553.27;377.90;23399.67
2563.28;373.39;23918.94
2573.29;368.49;24470.67
2583.31;363.19;24989.94
2593.32;357.50;25541.67
2603.32;351.43;26093.40
2613.34;344.97;26645.12
2623.35;338.14;27164.39
2633.36;330.95;27716.12
2643.37;323.40;28235.39
2653.38;315.50;28754.66
2663.39;307.26;29306.39
2673.40;298.69;29825.66
2683.41;289.79;30344.93
2693.42;280.58;30896.66
2703.44;271.06;31415.93
2713.45;261.24;31967.65
2723.47;251.14;32486.92
2733.48;240.77;33038.65
2743.49;230.14;33525.47
2753.50;219.26;34044.74
2763.51;208.15;34596.46
2773.53;196.80;35115.74
2783.54;185.23;35635.01
2793.55;173.47;36121.82
2803.56;161.52;36641.10
2813.57;149.39;37160.37
2823.59;137.09;37647.19
2833.60;124.64;38166.45
2843.61;112.06;38685.73
2853.62;99.36;39172.55
2863.63;86.55;39659.36
2873.64;73.63;40146.18
2883.65;60.64;40633.00
2893.67;47.57;41152.26
2903.68;34.46;41606.63
2913.70;21.29;42093.44
2923.71;8.11;42580.26
2933.72;-5.08;43034.62
2943.73;-18.27;43456.53
2953.74;-31.43;43813.53
2963.74;-44.57;44138.08
2973.75;-57.65;44430.17
2983.77;-70.69;44689.80
2993.78;-83.66;44884.53
3003.80;-96.52;45046.80
3013.81;-109.29;45144.17
3023.82;-121.93;45176.62
3033.84;-134.46;45209.07
3043.85;-146.83;45176.62
3053.86;-159.04;45144.17
3063.86;-171.08;45079.26
3073.88;-182.94;44981.89
3083.90;-194.61;44852.08
3093.90;-206.05;44722.26
3103.92;-217.28;44527.53
3113.94;-228.27;44365.26
3123.95;-239.02;44138.08
3133.96;-249.50;43910.89
3143.98;-259.71;43683.71
3154.00;-269.64;43424.08
3164.00;-279.27;43131.99
3174.02;-288.60;42839.90
3184.03;-297.62;42515.35
3194.04;-306.30;42190.81
3204.05;-314.66;41833.81
3214.07;-322.67;41509.26
3224.08;-330.32;41119.81
3234.10;-337.63;40762.81
3244.12;-344.55;40373.36
3254.13;-351.10;39951.45
3264.14;-357.26;39529.54
3274.16;-363.03;39107.64
3284.16;-368.40;38685.73
3294.17;-373.37;38231.36
3304.18;-377.92;37744.55
3314.19;-382.06;37257.73
3324.20;-385.78;36803.37
3334.21;-389.08;36316.55
3344.22;-391.95;35829.73
3354.24;-394.38;35375.37
3364.25;-396.38;34856.10
3374.26;-397.95;34336.83
3384.27;-399.07;33850.01
3394.29;-399.76;33330.74
3404.31;-400.00;32811.47
3414.32;-399.80;32292.20
3424.33;-399.16;31740.47
3434.35;-398.07;31221.20
3444.36;-396.55;30669.48
3454.38;-394.58;30150.20
3464.38;-392.19;29630.93
3474.40;-389.35;29111.66
3484.41;-386.08;28559.94
3494.42;-382.39;28040.66
3504.43;-378.27;27521.39
3514.45;-373.73;26937.21
3524.46;-368.77;26417.94
3534.47;-363.40;25866.21
3544.49;-357.63;25314.49
3554.50;-351.46;24795.22
3564.52;-344.90;24243.49
3574.54;-337.95;23724.22
3584.55;-330.62;23204.95
3594.56;-322.94;22653.22
3604.58;-314.88;22133.95
3614.59;-306.48;21614.68
3624.61;-297.73;21062.95
3634.62;-288.65;20511.23
3644.63;-279.25;19991.95
3654.65;-269.53;19440.23
3664.66;-259.51;18920.96
3674.67;-249.21;18401.69
3684.68;-238.62;17882.41
3694.70;-227.76;17363.14
3704.72;-216.64;16843.87
3714.73;-205.28;16357.05
3724.74;-193.70;15837.78
3734.76;-181.89;15318.51
3744.76;-169.89;14799.24
3754.78;-157.68;14279.97
3764.80;-145.29;13760.69
3774.80;-132.75;13273.88
3784.81;-120.06;12754.61
3794.82;-107.23;12267.79
3804.84;-94.27;11780.97
3814.85;-81.21;11294.16
3824.86;-68.06;10807.34
3834.88;-54.82;10320.52
3844.89;-41.52;9866.16
3854.90;-28.17;9379.34
3864.91;-14.80;8892.52
3874.92;-1.39;8438.16
3884.94;12.01;7951.35
3894.94;25.40;7529.44
3904.96;38.77;7172.44
3914.98;52.10;6847.89
3924.99;65.37;6588.26
3935.00;78.57;6361.08
3945.01;91.67;6166.35
3955.02;104.68;6036.53
3965.03;117.57;5939.17
3975.05;130.34;5906.71
3985.06;142.96;5874.26
3995.08;155.42;5906.71
4005.09;167.72;5971.62
4015.10;179.81;6036.53
4025.12;191.71;6133.89
4035.12;203.39;6231.26
4045.14;214.86;6393.53
4055.15;226.07;6555.80
4065.17;237.04;6750.53
4075.18;247.73;6945.26
4085.19;258.15;7204.89
4095.20;268.28;7464.53
4105.21;278.10;7724.16
4115.22;287.61;8016.25
4125.23;296.80;8308.34
4135.24;305.66;8632.89
4145.25;314.16;8989.89
4155.27;322.32;9346.89
4165.28;330.12;9736.34
4175.30;337.54;10125.79
4185.31;344.57;10515.25
4195.32;351.22;10904.70
4205.33;357.47;11326.61
4215.34;363.31;11748.52
4225.35;368.74;12202.88
4235.36;373.76;12657.24
4245.38;378.35;13111.61
4255.39;382.51;13565.97
4265.40;386.24;14052.79
4275.40;389.53;14539.60
4285.42;392.37;15026.42
4295.43;394.77;15513.24
4305.44;396.72;16032.51
4315.45;398.22;16551.78
4325.46;399.27;17071.05
4335.48;399.86;17590.32
4345.49;399.99;18109.59
4355.50;399.67;18628.87
4365.51;398.89;19148.14
4375.52;397.66;19699.86
4385.54;395.97;20251.59
4395.56;393.83;20770.86
4405.57;391.23;21322.59
4415.59;388.19;21841.86
4425.60;384.71;22393.58
4435.61;380.78;22945.31
4445.62;376.43;23464.58
4455.62;371.64;24016.31
4465.63;366.42;24535.58
4475.65;360.78;25087.31
4485.66;354.72;25639.03
4495.67;348.26;26190.76
4505.68;341.40;26742.48
4515.69;334.15;27261.76
4525.70;326.51;27813.48
4535.72;318.49;28332.75
4545.73;310.11;28884.48
4555.74;301.37;29403.75
4565.76;292.27;29955.48
4575.78;282.84;30474.75
4585.78;273.09;31026.48
4595.80;263.02;31545.75
4605.81;252.65;32065.02
4615.82;241.99;32616.74
4625.83;231.05;33136.01
4635.85;219.82;33655.28
4645.87;208.34;34174.56
4655.88;196.62;34693.83
4665.89;184.69;35213.10
4675.90;172.54;35732.37
4685.92;160.18;36251.64
4695.92;147.64;36738.46
4705.94;134.93;37257.73
4715.95;122.05;37777.00
4725.96;109.04;38263.82
4735.97;95.89;38750.64
4745.98;82.64;39269.91
4755.99;69.28;39756.73
4766.00;55.84;40243.55
4776.01;42.34;40762.81
4786.02;28.78;41217.18
4796.04;15.18;41703.99
4806.05;1.57;42190.81
4816.07;-12.06;42645.17
4826.08;-25.66;43034.62
4836.09;-39.24;43424.08
4846.10;-52.77;43748.62
4856.11;-66.24;44040.71
4866.13;-79.65;44267.90
4876.14;-92.96;44462.62
4886.16;-106.17;44624.90
4896.17;-119.25;44722.26
4906.18;-132.21;44787.17
4916.20;-145.01;44787.17
4926.21;-157.63;44754.71
4936.23;-170.09;44689.80
4946.24;-182.35;44592.44
4956.26;-194.39;44495.08
4966.26;-206.21;44365.26
4976.28;-217.79;44202.99
4986.29;-229.11;44008.26
4996.30;-240.18;43813.53
5006.32;-250.96;43618.81
5016.33;-261.46;43359.17
5026.34;-271.65;43099.53
5036.36;-281.53;42839.90
5046.37;-291.07;42547.81
5056.38;-300.28;42255.72
5066.39;-309.14;41931.17
5076.41;-317.64;41606.63
5086.42;-325.77;41249.63
5096.44;-333.52;40892.63
5106.44;-340.88;40503.17
5116.46;-347.84;40113.72
5126.47;-354.39;39724.27
5136.48;-360.54;39302.36
5146.49;-366.25;38880.45
5156.50;-371.54;38458.55
5166.51;-376.40;38004.18
5176.52;-380.82;37517.36
5186.54;-384.79;37063.00
5196.56;-388.31;36576.19
5206.57;-391.37;36121.82
5216.58;-393.97;35635.01
5226.60;-396.11;35148.19
5236.61;-397.79;34661.37
5246.64;-399.00;34142.10
5256.64;-399.73;33622.83
5266.66;-400.00;33136.01
5276.67;-399.79;32616.74
5286.68;-399.12;32065.02
5296.69;-397.97;31545.75
5306.70;-396.36;31026.48
5316.71;-394.28;30507.20
5326.72;-391.73;29955.48
5336.73;-388.72;29436.21
5346.75;-385.25;28916.93
5356.76;-381.33;28397.66
5366.77;-376.95;27878.39
5376.78;-372.13;27326.66
5386.80;-366.86;26774.94
5396.82;-361.16;26223.21
5406.82;-355.04;25703.94
5416.83;-348.49;25152.22
5426.84;-341.53;24600.49
5436.86;-334.17;24081.22
5446.87;-326.40;23561.95
5456.88;-318.25;23042.67
5466.89;-309.72;22490.95
5476.90;-300.82;21971.68
5486.92;-291.56;21452.41
5496.94;-281.95;20900.68
5506.94;-272.02;20381.41
5516.96;-261.75;19829.68
5526.97;-251.17;19310.41
5536.98;-240.30;18758.68
5547.00;-229.11;18239.41
5557.01;-217.68;17752.60
5567.03;-205.96;17233.33
5577.05;-194.01;16714.05
5587.06;-181.83;16227.23
5597.06;-169.43;15707.96
5607.08;-156.83;15188.69
5617.10;-144.03;14669.42
5627.11;-131.06;14150.15
5637.12;-117.93;13663.33
5647.14;-104.66;13144.06
5657.15;-91.26;12657.24
5667.16;-77.76;12170.43
5677.16;-64.16;11683.61
5687.17;-50.49;11196.79
5697.18;-36.74;10709.98
5707.20;-22.95;10255.61
5717.21;-9.13;9801.25
5727.22;4.70;9314.43
5737.23;18.53;8892.52
5747.24;32.33;8535.53
5757.25;46.12;8210.98
5767.26;59.83;7918.89
5777.27;73.48;7659.25
5787.28;87.05;7464.53
5797.29;100.51;7334.71
5807.30;113.85;7237.35
5817.32;127.07;7172.44
5827.33;140.13;7139.98
5837.34;153.03;7172.44
5847.36;165.75;7204.89
5857.36;178.26;7237.35
5867.38;190.57;7334.71
5877.39;202.65;7432.07
5887.40;214.48;7561.89
5897.42;226.07;7724.16
5907.43;237.38;7886.44
5917.44;248.41;8113.62
5927.46;259.14;8308.34
5937.47;269.56;8567.98
5947.49;279.66;8827.62
5957.50;289.43;9087.25
5967.52;298.84;9411.80
5977.53;307.90;9703.89
5987.54;316.58;10060.89
5997.54;324.88;10385.43
6007.56;332.80;10742.43
6017.57;340.30;11131.88
6027.58;347.41;11521.34
6037.59;354.09;11910.79
6047.60;360.35;12332.70
6057.62;366.17;12722.15
6067.63;371.55;13176.51
6077.64;376.48;13598.42
6087.65;380.95;14085.24
6097.67;384.97;14539.60
6107.68;388.51;14993.96
6117.68;391.59;15480.78
6127.70;394.19;15967.60
6137.71;396.32;16486.87
6147.73;397.97;16973.69
6157.74;399.13;17492.96
6167.74;399.81;17979.78
6177.76;400.00;18499.05
6187.77;399.70;19018.32
6197.78;398.92;19537.59
6207.80;397.66;20089.32
6217.81;395.91;20608.59
6227.82;393.67;21160.32
6237.84;390.96;21679.59
6247.86;387.77;22198.86
6257.87;384.11;22750.58
6267.88;379.98;23302.31
6277.90;375.38;23821.58
6287.91;370.33;24340.85
6297.92;364.82;24892.58
6307.93;358.87;25411.85
6317.94;352.48;25963.58
6327.96;345.65;26515.30
6337.97;338.41;27067.03
6347.98;330.75;27586.30
6357.99;322.68;28105.57
6368.01;314.21;28657.30
6378.02;305.36;29176.57
6388.03;296.13;29695.84
6398.04;286.54;30247.57
6408.05;276.61;30766.84
6418.06;266.33;31286.11
6428.07;255.72;31805.38
6438.08;244.79;32357.11
6448.10;233.56;32908.83
6458.11;222.04;33395.65
6468.13;210.24;33914.92
6478.14;198.19;34434.19
6488.15;185.89;34985.92
6498.16;173.36;35472.74
6508.17;160.62;35992.01
6518.19;147.68;36478.82
6528.20;134.54;36998.10
6538.22;121.25;37517.36
6548.24;107.79;38004.18
6558.24;94.21;38491.00
6568.26;80.51;39010.27
6578.27;66.70;39497.09
6588.28;52.82;39983.91
6598.29;38.87;40470.72
6608.31;24.86;40957.54
6618.32;10.83;41444.36
6628.33;-3.23;41898.72
6638.34;-17.28;42320.63
6648.35;-31.31;42677.63
6658.36;-45.31;43002.17
6668.38;-59.26;43326.72
6678.39;-73.14;43553.90
6688.41;-86.93;43781.08
6698.42;-100.61;43943.35
6708.44;-114.17;44040.71
6718.45;-127.59;44105.62
6728.46;-140.86;44105.62
6738.48;-153.95;44105.62
6748.49;-166.85;44073.17
6758.50;-179.55;44008.26
6768.52;-192.03;43878.44
6778.53;-204.28;43781.08
6788.54;-216.26;43618.81
6798.55;-227.98;43456.53
6808.56;-239.43;43261.81
6818.57;-250.57;43067.08
6828.59;-261.41;42839.90
6838.60;-271.93;42580.26
6848.61;-282.10;42320.63
6858.62;-291.93;42060.99
6868.63;-301.39;41768.90
6878.64;-310.48;41444.36
6888.66;-319.19;41119.81
6898.67;-327.50;40795.27
6908.68;-335.41;40438.27
6918.70;-342.90;40081.27
6928.71;-349.96;39691.82
6938.72;-356.58;39302.36
6948.73;-362.76;38880.45
6958.75;-368.49;38458.55
6968.76;-373.76;38036.64
6978.78;-378.57;37582.27
6988.79;-382.90;37127.91
6998.80;-386.75;36673.55
7008.82;-390.12;36186.73
7018.83;-393.00;35732.37
7028.84;-395.39;35245.55
7038.85;-397.29;34791.19
7048.86;-398.68;34271.92
7058.88;-399.58;33785.10
7068.89;-399.98;33265.83
7078.90;-399.87;32779.01
7088.91;-399.27;32259.74
7098.93;-398.16;31740.47
7108.94;-396.55;31221.20
7118.95;-394.44;30669.48
7128.96;-391.84;30182.66
7138.98;-388.74;29663.38
7149.00;-385.16;29144.11
7159.01;-381.09;28592.39
7169.02;-376.53;28073.12
7179.04;-371.50;27553.85
7189.06;-366.01;27002.12
7199.07;-360.05;26482.85
7209.08;-353.64;25931.12
7219.10;-346.78;25379.40
7229.11;-339.48;24860.12
7239.12;-331.75;24340.85
7249.14;-323.60;23821.58
7259.15;-315.04;23302.31
7269.17;-306.08;22783.04
7279.18;-296.74;22263.77
7289.19;-287.02;21744.50
7299.22;-276.91;21192.77
7309.22;-266.48;20641.04
7319.23;-255.70;20121.77
7329.24;-244.60;19602.50
7339.25;-233.19;19083.23
7349.26;-221.48;18563.96
7359.27;-209.48;18044.69
7369.28;-197.22;17557.87
7379.30;-184.71;17038.60
7389.30;-171.96;16519.33
7399.32;-158.98;16032.51
7409.33;-145.81;15513.24
7419.35;-132.44;15026.42
7429.36;-118.90;14507.15
7439.37;-105.22;14020.33
7449.38;-91.40;13501.06
7459.39;-77.46;13014.24
7469.40;-63.41;12527.42
7479.42;-49.28;12073.06
7489.42;-35.09;11586.25
7499.43;-20.86;11131.88
7509.44;-6.59;10645.07
7519.46;7.70;10190.70
7529.48;21.97;9801.25
7539.49;36.22;9411.80
7549.50;50.42;9087.25
7559.51;64.56;8827.62
7569.53;78.63;8567.98
7579.54;92.59;8373.25
7589.55;106.44;8243.44
7599.56;120.16;8146.07
7609.58;133.73;8081.16
7619.60;147.13;8048.71
7629.61;160.34;8081.16
7639.63;173.35;8113.62
7649.64;186.14;8178.53
7659.66;198.69;8275.89
7669.67;210.99;8373.25
7679.68;223.01;8503.07
7689.68;234.76;8665.34
7699.70;246.20;8827.62
7709.70;257.33;9054.80
7719.72;268.14;9281.98
7729.73;278.60;9509.16
7739.74;288.71;9768.79
7749.76;298.45;10060.89
7759.77;307.80;10352.98
7769.78;316.77;10645.07
7779.80;325.32;11002.07
7789.81;333.46;11359.06
7799.82;341.17;11716.06
7809.84;348.45;12073.06
7819.85;355.28;12462.52
7829.86;361.64;12851.97
7839.88;367.55;13273.88
7849.90;372.98;13695.79
7859.91;377.93;14150.15
7869.93;382.40;14604.51
7879.93;386.36;15058.87
7889.95;389.84;15513.24
7899.96;392.80;16000.05
7909.97;395.26;16486.87
7919.98;397.22;16973.69
7929.99;398.65;17460.50
7940.00;399.57;17979.78
7950.01;399.98;18466.59
7960.03;399.87;18953.41
7970.04;399.24;19472.68
7980.05;398.09;19991.95
7990.06;396.42;20543.68
8000.07;394.25;21062.95
8010.10;391.55;21582.22
8020.11;388.35;22101.50
8030.12;384.65;22653.22
8040.13;380.44;23172.49
8050.14;375.75;23691.76
8060.15;370.56;24211.04
8070.16;364.89;24730.31
8080.17;358.74;25282.03
8090.18;352.13;25801.30
8100.20;345.06;26353.03
8110.21;337.53;26872.30
8120.22;329.57;27424.03
8130.23;321.17;27910.85
8140.24;312.36;28430.12
8150.25;303.14;28981.84
8160.27;293.51;29501.11
8170.28;283.50;29987.93
8180.30;273.12;30539.66
8190.31;262.38;31058.93
8200.32;251.30;31578.20
8210.34;239.88;32097.47
8220.36;228.15;32616.74
8230.37;216.11;33136.01
8240.39;203.80;33622.83
8250.40;191.22;34142.10
8260.42;178.37;34661.37
8270.43;165.31;35148.19
8280.44;152.02;35635.01
8290.46;138.52;36121.82
8300.47;124.84;36608.64
8310.48;111.01;37127.91
8320.49;97.02;37582.27
8330.50;82.90;38101.55
8340.50;68.68;38555.91
8350.52;54.35;39042.73
8360.53;39.95;39529.54
8370.54;25.50;39983.91
8380.55;11.02;40470.72
8390.57;-3.50;40957.54
8400.58;-17.99;41346.99
8410.59;-32.48;41703.99
8420.60;-46.93;41996.08
8430.61;-61.30;42288.17
8440.62;-75.61;42515.35
8450.63;-89.82;42710.08
8460.64;-103.91;42872.35
8470.66;-117.86;42969.72
8480.66;-131.67;43034.62
8490.67;-145.30;43067.08
8500.68;-158.74;43034.62
8510.70;-171.99;43002.17
8520.71;-185.00;42904.81
8530.72;-197.76;42807.44
8540.74;-210.28;42710.08
8550.75;-222.51;42547.81
8560.76;-234.46;42385.54
8570.78;-246.10;42190.81
8580.79;-257.41;41996.08
8590.80;-268.38;41768.90
8600.81;-278.99;41541.72
8610.82;-289.25;41282.08
8620.83;-299.12;41022.45
8630.84;-308.59;40730.36
8640.85;-317.65;40405.82
8650.86;-326.30;40081.27
8660.87;-334.51;39756.73
8670.89;-342.28;39399.73
8680.90;-349.60;39010.27
8690.91;-356.45;38620.82
8700.92;-362.83;38231.36
8710.94;-368.74;37809.46
8720.95;-374.15;37387.55
8730.97;-379.06;36933.19
8740.98;-383.47;36478.82
8750.99;-387.37;36056.91
8761.00;-390.75;35602.55
8771.01;-393.61;35148.19
8781.02;-395.95;34661.37
8791.03;-397.76;34174.56
8801.04;-399.04;33687.74
8811.05;-399.78;33200.92
8821.06;-400.00;32681.65
8831.07;-399.68;32194.83
8841.09;-398.82;31675.56
8851.10;-397.43;31156.29
8861.11;-395.51;30637.02
8871.12;-393.06;30117.75
8881.13;-390.08;29598.48
8891.14;-386.57;29079.21
8901.15;-382.56;28559.94
8911.16;-378.02;28040.66
8921.18;-372.98;27521.39
8931.19;-367.44;26969.66
8941.21;-361.40;26450.39
8951.22;-354.88;25898.67
8961.23;-347.87;25379.40
8971.24;-340.41;24827.67
8981.25;-332.48;24308.40
8991.26;-324.10;23821.58
9001.27;-315.29;23302.31
9011.28;-306.05;22783.04
9021.29;-296.40;22263.77
9031.30;-286.34;21744.50
9041.32;-275.90;21225.22
9051.33;-265.08;20673.50
9061.34;-253.91;20154.23
9071.35;-242.39;19634.96
9081.36;-230.54;19115.68
9091.38;-218.37;18596.41
9101.40;-205.91;18109.59
9111.40;-193.18;17622.78
9121.41;-180.17;17103.51
9131.42;-166.93;16616.69
9141.44;-153.44;16097.42
9151.46;-139.75;15610.60
9161.47;-125.87;15123.78
9171.48;-111.83;14604.51
9181.49;-97.62;14150.15
9191.50;-83.28;13630.88
9201.51;-68.82;13144.06
9211.54;-54.26;12657.24
9221.55;-39.62;12202.88
9231.56;-24.93;11748.52
9241.58;-10.21;11261.70
9251.60;4.54;10807.34
9261.61;19.28;10417.88
9271.62;33.99;10060.89
9281.64;48.67;9736.34
9291.66;63.27;9444.25
9301.66;77.79;9217.07
9311.67;92.20;9022.34
9321.68;106.49;8892.52
9331.71;120.67;8762.71
9341.72;134.65;8697.80
9351.73;148.46;8697.80
9361.74;162.08;8730.25
9371.76;175.47;8762.71
9381.78;188.64;8827.62
9391.79;201.54;8924.98
9401.80;214.17;9054.80
9411.81;226.50;9184.62
9421.82;238.52;9346.89
9431.83;250.22;9541.61
9441.84;261.59;9736.34
9451.86;272.60;9963.52
9461.87;283.24;10190.70
9471.89;293.50;10482.79
9481.90;303.37;10774.88
9491.92;312.80;11066.97
9501.93;321.82;11359.06
9511.94;330.40;11716.06
9521.95;338.52;12073.06
9531.96;346.17;12430.06
9541.98;353.36;12787.06
9552.00;360.07;13176.51
9562.01;366.28;13598.42
9572.03;371.98;14020.33
9582.04;377.18;14442.24
9592.05;381.86;14896.60
9602.06;386.01;15318.51
9612.08;389.63;15772.87
9622.09;392.72;16259.69
9632.11;395.27;16746.51
9642.12;397.27;17233.33
9652.13;398.73;17720.14
9662.14;399.64;18206.96
9672.15;399.99;18693.78
9682.16;399.80;19213.05
9692.18;399.05;19699.86
9702.20;397.75;20251.59
9712.20;395.91;20770.86
9722.22;393.51;21290.13
9732.22;390.57;21809.41
9742.24;387.09;22328.68
