t;u;theta_1
34743.48;394.43;24730.31
34753.50;398.12;25054.85
34763.51;399.85;25379.40
34773.53;399.63;25703.94
34783.53;397.46;26093.40
34793.54;393.33;26482.85
34803.56;387.28;26872.30
34813.56;379.32;27294.21
34823.58;369.50;27716.12
34833.59;357.86;28138.03
34843.61;344.44;28592.39
34853.62;329.33;29014.30
34863.63;312.60;29468.66
34873.65;294.32;29955.48
34883.66;274.58;30409.84
34893.67;253.49;30864.20
34903.68;231.12;31351.02
34913.70;207.59;31837.84
34923.71;183.04;32324.66
34933.73;157.58;32811.47
34943.75;131.32;33298.28
34953.76;104.40;33785.10
34963.76;76.98;34271.92
34973.78;49.14;34726.28
34983.78;21.08;35213.10
34993.79;-7.11;35667.46
35003.80;-35.27;36056.91
35013.81;-63.29;36413.91
35023.82;-90.97;36738.46
35033.83;-118.25;37030.55
35043.85;-144.92;37257.73
35053.85;-170.88;37420.00
35063.87;-196.01;37549.82
35073.89;-220.17;37647.19
35083.90;-243.22;37647.19
35093.91;-265.07;37647.19
35103.92;-285.60;37549.82
35113.93;-304.70;37452.46
35123.94;-322.27;37322.64
35133.96;-338.26;37192.82
35143.97;-352.53;36998.10
35153.98;-365.03;36803.37
35164.00;-375.71;36576.19
35174.01;-384.50;36316.55
35184.02;-391.35;36024.46
35194.03;-396.24;35732.37
35204.04;-399.12;35440.28
35214.05;-400.00;35115.74
35224.07;-398.85;34758.74
35234.08;-395.68;34401.74
35244.08;-390.52;34012.29
35254.10;-383.37;33622.83
35264.11;-374.27;33233.37
35274.12;-363.28;32811.47
35284.13;-350.44;32357.11
35294.14;-335.83;31935.20
35304.15;-319.49;31480.84
35314.17;-301.52;30994.02
35324.18;-282.00;30539.66
35334.20;-261.05;30052.84
35344.20;-238.77;29598.48
35354.21;-215.26;29144.11
35364.23;-190.64;28657.30
35374.25;-165.02;28202.94
35384.25;-138.56;27716.12
35394.27;-111.38;27261.76
35404.29;-83.61;26774.94
35414.30;-55.40;26320.58
35424.31;-26.92;25833.76
35434.33;1.72;25379.40
35444.33;30.34;24989.94
35454.34;58.84;24600.49
35464.36;87.04;24275.94
35474.37;114.81;24016.31
35484.39;142.00;23789.13
35494.40;168.46;23626.85
35504.42;194.07;23497.04
35514.42;218.67;23432.13
35524.43;242.15;23399.67
35534.44;264.40;23432.13
35544.46;285.29;23497.04
35554.46;304.70;23561.95
35564.47;322.53;23691.76
35574.48;338.72;23854.04
35584.50;353.15;24016.31
35594.50;365.76;24211.04
35604.51;376.47;24470.67
35614.52;385.23;24730.31
35624.53;391.99;24989.94
35634.54;396.71;25314.49
35644.57;399.37;25639.03
35654.56;399.95;25963.58
35664.58;398.44;26320.58
35674.59;394.85;26710.03
35684.61;389.20;27099.48
35694.62;381.51;27521.39
35704.64;371.82;27943.30
35714.65;360.18;28365.21
35724.67;346.64;28819.57
35734.68;331.29;29241.48
35744.69;314.19;29695.84
35754.70;295.45;30150.20
35764.72;275.13;30604.57
35774.72;253.38;31091.38
35784.74;230.27;31545.75
35794.75;205.95;32032.56
35804.76;180.54;32519.38
35814.77;154.14;33006.19
35824.79;126.93;33460.56
35834.80;99.06;33947.37
35844.81;70.62;34401.74
35854.82;41.83;34888.55
35864.83;12.80;35342.92
35874.84;-16.31;35829.73
35884.85;-45.35;36219.19
35894.87;-74.17;36543.73
35904.88;-102.58;36868.27
35914.89;-130.47;37127.91
35924.90;-157.67;37355.09
35934.92;-184.06;37549.82
35944.93;-209.47;37647.19
35954.94;-233.77;37712.09
35964.96;-256.84;37744.55
35974.96;-278.52;37744.55
35984.97;-298.74;37712.09
35994.98;-317.37;37647.19
36004.99;-334.31;37517.36
36015.00;-349.47;37387.55
36025.01;-362.76;37225.28
36035.02;-374.12;37030.55
36045.03;-383.47;36803.37
36055.04;-390.77;36543.73
36065.05;-395.98;36284.10
36075.06;-399.06;36024.46
36085.07;-400.00;35699.92
36095.08;-398.78;35375.37
36105.09;-395.42;35050.83
36115.10;-389.92;34693.83
36125.11;-382.32;34336.83
36135.13;-372.64;33947.37
36145.14;-360.95;33557.92
36155.16;-347.31;33136.01
36165.17;-331.78;32714.11
36175.19;-314.44;32292.20
36185.19;-295.41;31837.84
36195.21;-274.74;31383.47
36205.23;-252.58;30896.66
36215.24;-229.05;30442.29
36225.26;-204.26;29987.93
36235.27;-178.35;29533.57
36245.28;-151.46;29079.21
36255.29;-123.75;28624.84
36265.30;-95.35;28170.48
36275.32;-66.41;27716.12
36285.33;-37.10;27261.76
36295.34;-7.56;26807.39
36305.35;22.00;26353.03
36315.36;51.47;25963.58
36325.37;80.64;25606.58
36335.38;109.40;25314.49
36345.39;137.57;25054.85
36355.39;164.98;24860.12
36365.41;191.53;24697.85
36375.42;217.01;24600.49
36385.44;241.33;24535.58
36395.44;264.31;24535.58
36405.46;285.85;24568.03
36415.47;305.83;24600.49
36425.48;324.12;24697.85
36435.50;340.64;24795.22
36445.51;355.27;24925.03
36455.52;367.95;25119.76
36465.54;378.60;25314.49
36475.54;387.14;25541.67
36485.56;393.56;25801.30
36495.57;397.79;26060.94
36505.58;399.81;26385.48
36515.59;399.62;26710.03
36525.61;397.20;27034.57
36535.62;392.57;27391.57
36545.63;385.76;27781.03
36555.64;376.79;28170.48
36565.66;365.72;28559.94
36575.67;352.59;28981.84
36585.69;337.50;29403.75
36595.70;320.52;29825.66
36605.72;301.73;30247.57
36615.74;281.24;30701.93
36625.75;259.17;31156.29
36635.76;235.65;31610.65
36645.77;210.81;32065.02
36655.78;184.76;32551.83
36665.80;157.66;33006.19
36675.82;129.66;33493.01
36685.83;100.92;33947.37
36695.84;71.63;34401.74
36705.85;41.91;34888.55
36715.87;11.92;35342.92
36725.88;-18.13;35797.28
36735.89;-48.08;36186.73
36745.89;-77.77;36543.73
36755.91;-107.04;36868.27
36765.92;-135.73;37127.91
36775.93;-163.63;37322.64
36785.95;-190.65;37517.36
36795.97;-216.59;37614.73
36805.98;-241.30;37679.64
36816.00;-264.65;37679.64
36826.00;-286.49;37647.19
36836.01;-306.72;37582.27
36846.02;-325.20;37484.91
36856.04;-341.85;37355.09
36866.06;-356.56;37192.82
36876.06;-369.22;36998.10
36886.08;-379.79;36803.37
36896.09;-388.19;36543.73
36906.11;-394.38;36284.10
36916.11;-398.30;36024.46
36926.13;-399.95;35699.92
36936.14;-399.30;35407.83
36946.16;-396.36;35050.83
36956.17;-391.14;34726.28
36966.19;-383.67;34336.83
36976.20;-373.99;33979.83
36986.22;-362.15;33590.37
36996.22;-348.24;33168.47
37006.24;-332.29;32746.56
37016.25;-314.45;32324.66
37026.26;-294.76;31870.29
37036.27;-273.37;31415.93
37046.28;-250.40;30961.56
37056.29;-225.97;30507.20
37066.30;-200.20;30052.84
37076.32;-173.27;29598.48
37086.33;-145.32;29144.11
37096.34;-116.53;28657.30
37106.35;-87.06;28202.94
37116.36;-57.06;27748.57
37126.37;-26.73;27294.21
37136.38;3.78;26839.85
37146.40;34.30;26417.94
37156.41;64.61;26060.94
37166.42;94.55;25768.85
37176.44;123.97;25476.76
37186.44;152.65;25282.03
37196.46;180.46;25119.76
37206.47;207.24;24989.94
37216.48;232.79;24925.03
37226.50;257.01;24925.03
37236.51;279.71;24957.49
37246.52;300.79;25022.40
37256.54;320.12;25119.76
37266.55;337.56;25249.58
37276.57;353.02;25379.40
37286.58;366.41;25574.12
37296.59;377.64;25768.85
37306.60;386.65;25996.03
37316.61;393.37;26255.67
37326.63;397.78;26547.76
37336.64;399.84;26872.30
37346.65;399.53;27196.84
37356.66;396.86;27521.39
37366.67;391.83;27910.85
37376.68;384.48;28267.84
37386.69;374.85;28657.30
37396.70;362.98;29079.21
37406.71;348.96;29468.66
37416.72;332.86;29890.57
37426.74;314.74;30344.93
37436.76;294.75;30766.84
37446.76;273.01;31221.20
37456.77;249.64;31675.56
37466.78;224.76;32129.92
37476.80;198.50;32616.74
37486.80;171.10;33071.10
37496.81;142.65;33557.92
37506.82;113.31;34012.29
37516.83;83.28;34466.65
37526.84;52.76;34953.46
37536.85;21.91;35407.83
37546.85;-9.08;35894.64
37556.87;-40.07;36284.10
37566.89;-70.81;36641.10
37576.90;-101.14;36933.19
37586.91;-130.87;37225.28
37596.92;-159.79;37452.46
37606.94;-187.80;37614.73
37616.94;-214.66;37712.09
37626.96;-240.25;37809.46
37636.98;-264.40;37809.46
37646.99;-286.95;37809.46
37657.00;-307.76;37744.55
37667.01;-326.71;37679.64
37677.03;-343.69;37549.82
37687.04;-358.59;37420.00
37697.05;-371.31;37225.28
37707.07;-381.78;37030.55
37717.07;-389.92;36803.37
37727.09;-395.70;36543.73
37737.10;-399.06;36284.10
37747.11;-399.98;35959.55
37757.13;-398.46;35667.46
37767.14;-394.51;35342.92
37777.16;-388.13;34985.92
37787.17;-379.37;34661.37
37797.19;-368.29;34271.92
37807.20;-354.95;33882.46
37817.21;-339.42;33493.01
37827.23;-321.79;33071.10
37837.24;-302.18;32649.20
37847.25;-280.72;32194.83
37857.26;-257.50;31772.93
37867.27;-232.70;31318.57
37877.28;-206.46;30831.75
37887.29;-178.93;30377.39
37897.30;-150.28;29923.02
37907.31;-120.67;29501.11
37917.32;-90.34;29046.75
37927.33;-59.41;28592.39
37937.34;-28.11;28138.03
37947.35;3.38;27683.66
37957.37;34.84;27294.21
37967.37;66.11;26937.21
37977.39;97.01;26645.12
37987.40;127.29;26353.03
37997.42;156.80;26158.31
38007.43;185.34;25996.03
38017.44;212.74;25898.67
38027.44;238.80;25833.76
38037.46;263.40;25833.76
38047.47;286.36;25866.21
38057.48;307.54;25931.12
38067.50;326.81;26028.49
38077.51;344.03;26158.31
38087.52;359.11;26320.58
38097.54;371.93;26482.85
38107.55;382.43;26710.03
38117.57;390.52;26937.21
38127.58;396.15;27196.84
38137.59;399.29;27488.94
38147.60;399.92;27813.48
38157.61;398.03;28138.03
38167.62;393.62;28495.02
38177.64;386.73;28819.57
38187.64;377.39;29209.02
38197.66;365.66;29598.48
38207.67;351.60;29987.93
38217.68;335.32;30409.84
38227.69;316.91;30831.75
38237.70;296.47;31253.66
38247.71;274.14;31708.02
38257.72;250.06;32162.38
38267.73;224.39;32616.74
38277.74;197.27;33071.10
38287.76;168.87;33557.92
38297.76;139.40;34012.29
38307.78;109.02;34466.65
38317.78;77.96;34921.01
38327.79;46.36;35407.83
38337.81;14.45;35862.19
38347.82;-17.56;36316.55
38357.83;-49.47;36706.00
38367.85;-81.10;37063.00
38377.86;-112.22;37387.55
38387.87;-142.59;37647.19
38397.89;-172.09;37841.91
38407.90;-200.49;38004.18
38417.91;-227.58;38134.00
38427.92;-253.24;38166.45
38437.92;-277.26;38198.91
38447.94;-299.51;38166.45
38457.94;-319.83;38101.55
38467.96;-338.11;38004.18
38477.98;-354.21;37874.37
38487.99;-368.01;37712.09
38498.01;-379.43;37517.36
38508.02;-388.39;37322.64
38518.03;-394.83;37063.00
38528.05;-398.71;36803.37
38538.05;-400.00;36511.28
38548.06;-398.69;36186.73
38558.07;-394.78;35894.64
38568.10;-388.28;35537.64
38578.11;-379.26;35180.64
38588.12;-367.76;34823.65
38598.12;-353.85;34466.65
38608.14;-337.63;34077.19
38618.15;-319.17;33655.28
38628.17;-298.62;33233.37
38638.18;-276.10;32811.47
38648.20;-251.75;32357.11
38658.21;-225.76;31935.20
38668.22;-198.27;31480.84
38678.23;-169.46;30994.02
38688.24;-139.54;30539.66
38698.25;-108.66;30085.30
38708.26;-77.08;29663.38
38718.28;-44.95;29209.02
38728.29;-12.51;28754.66
38738.31;20.02;28300.30
38748.32;52.44;27943.30
38758.34;84.51;27586.30
38768.35;116.03;27294.21
38778.36;146.79;27034.57
38788.37;176.60;26839.85
38798.39;205.25;26677.58
38808.39;232.54;26580.21
38818.41;258.28;26547.76
38828.42;282.33;26547.76
38838.44;304.52;26612.67
38848.44;324.67;26677.58
38858.46;342.66;26774.94
38868.47;358.37;26904.76
38878.48;371.69;27067.03
38888.50;382.53;27261.76
38898.51;390.81;27488.94
38908.52;396.47;27716.12
38918.54;399.48;27975.75
38928.55;399.81;28267.84
38938.57;397.44;28592.39
38948.58;392.40;28916.93
38958.59;384.72;29273.93
38968.61;374.44;29630.93
38978.62;361.63;30020.39
38988.63;346.39;30409.84
38998.64;328.80;30799.29
39008.65;308.98;31221.20
39018.66;287.05;31643.11
39028.67;263.18;32065.02
39038.68;237.52;32519.38
39048.69;210.23;32973.74
39058.70;181.51;33428.10
39068.72;151.52;33882.46
39078.73;120.52;34336.83
39088.74;88.66;34791.19
39098.75;56.21;35245.55
39108.77;23.33;35699.92
39118.78;-9.73;36154.28
39128.80;-42.71;36543.73
39138.82;-75.43;36868.27
39148.82;-107.62;37192.82
39158.84;-139.11;37452.46
39168.86;-169.66;37679.64
39178.86;-199.03;37841.91
39188.87;-227.06;37939.27
39198.88;-253.54;38004.18
39208.90;-278.30;38036.64
39218.91;-301.16;38004.18
39228.92;-321.95;37939.27
39238.93;-340.52;37841.91
39248.94;-356.75;37744.55
39258.95;-370.54;37582.27
39268.97;-381.78;37387.55
39278.98;-390.38;37192.82
39289.00;-396.28;36933.19
39299.00;-399.43;36673.55
39309.02;-399.82;36413.91
39319.03;-397.44;36089.37
39329.03;-392.30;35764.83
39339.05;-384.43;35440.28
39349.06;-373.88;35115.74
39359.08;-360.73;34726.28
39369.08;-345.06;34369.28
39379.11;-326.96;33979.83
39389.12;-306.59;33557.92
39399.14;-284.06;33168.47
39409.15;-259.54;32714.11
39419.17;-233.17;32292.20
39429.18;-205.17;31837.84
39439.20;-175.73;31415.93
39449.21;-145.05;30961.56
39459.22;-113.35;30507.20
39469.22;-80.85;30052.84
39479.24;-47.74;29598.48
39489.25;-14.28;29176.57
39499.26;19.30;28722.21
39509.28;52.76;28365.21
39519.29;85.86;28008.21
39529.30;118.35;27716.12
39539.32;150.04;27456.48
39549.33;180.65;27261.76
39559.34;210.01;27131.94
39569.35;237.90;27034.57
39579.37;264.12;27002.12
39589.39;288.48;27002.12
39599.39;310.78;27067.03
39609.41;330.90;27196.84
39619.42;348.66;27294.21
39629.44;363.95;27456.48
39639.45;376.66;27651.21
39649.46;386.67;27845.93
39659.47;393.94;28073.12
39669.49;398.39;28332.75
39679.50;399.99;28624.84
39689.51;398.74;28916.93
39699.53;394.62;29241.48
39709.54;387.68;29598.48
39719.55;377.94;29955.48
39729.57;365.49;30312.47
39739.58;350.40;30701.93
39749.60;332.79;31091.38
39759.62;312.77;31513.29
39769.63;290.48;31935.20
39779.64;266.11;32389.56
39789.65;239.81;32811.47
39799.66;211.76;33265.83
39809.67;182.17;33720.19
39819.67;151.26;34174.56
39829.69;119.21;34628.92
39839.70;86.31;35083.28
39849.71;52.73;35537.64
39859.73;18.77;35992.01
39869.75;-15.35;36413.91
39879.76;-49.35;36803.37
39889.78;-83.03;37160.37
39899.78;-116.08;37452.46
39909.80;-148.34;37712.09
39919.81;-179.49;37939.27
39929.82;-209.37;38101.55
39939.83;-237.72;38198.91
39949.85;-264.37;38231.36
39959.86;-289.06;38263.82
39969.87;-311.65;38231.36
39979.89;-331.98;38166.45
39989.90;-349.87;38069.09
39999.92;-365.20;37939.27
40009.93;-377.84;37777.00
40019.94;-387.71;37582.27
40029.96;-394.72;37355.09
40039.97;-398.82;37127.91
40049.98;-399.98;36835.82
40059.99;-398.19;36543.73
40070.00;-393.45;36251.64
40080.02;-385.80;35927.10
40090.03;-375.29;35570.10
40100.03;-362.00;35245.55
40110.05;-346.00;34856.10
40120.07;-327.44;34499.10
40130.08;-306.41;34109.65
40140.09;-283.13;33720.19
40150.10;-257.70;33298.28
40160.12;-230.36;32876.38
40170.13;-201.29;32454.47
40180.14;-170.70;32000.11
40190.15;-138.81;31545.75
40200.16;-105.88;31091.38
40210.18;-72.12;30669.48
40220.19;-37.84;30215.11
40230.20;-3.24;29793.20
40240.21;31.38;29338.84
40250.23;65.81;28981.84
40260.23;99.72;28657.30
40270.25;132.93;28365.21
40280.26;165.14;28105.57
40290.27;196.10;27910.85
40300.28;225.63;27781.03
40310.30;253.46;27716.12
40320.31;279.38;27683.66
40330.32;303.19;27716.12
40340.33;324.73;27748.57
40350.34;343.81;27845.93
40360.35;360.29;27975.75
40370.36;374.05;28105.57
40380.37;384.96;28300.30
40390.38;392.96;28495.02
40400.39;397.97;28754.66
40410.40;399.96;29014.30
40420.42;398.90;29273.93
40430.43;394.80;29598.48
40440.45;387.67;29923.02
40450.46;377.58;30247.57
40460.47;364.60;30637.02
40470.48;348.82;30994.02
40480.49;330.36;31383.47
40490.51;309.35;31805.38
40500.51;285.97;32194.83
40510.52;260.39;32616.74
40520.54;232.77;33071.10
40530.55;203.38;33493.01
40540.56;172.39;33947.37
40550.57;140.05;34401.74
40560.58;106.62;34823.65
40570.59;72.35;35278.01
40580.61;37.49;35732.37
40590.62;2.35;36154.28
40600.63;-32.81;36608.64
40610.64;-67.76;36965.64
40620.66;-102.19;37322.64
40630.66;-135.85;37614.73
40640.67;-168.44;37874.37
40650.68;-199.76;38069.09
40660.70;-229.55;38198.91
40670.71;-257.54;38296.28
40680.72;-283.54;38328.73
40690.73;-307.34;38296.28
40700.75;-328.76;38263.82
40710.76;-347.61;38166.45
40720.77;-363.74;38036.64
40730.78;-377.04;37874.37
40740.80;-387.38;37712.09
40750.81;-394.68;37484.91
40760.82;-398.89;37225.28
40770.83;-399.96;36965.64
40780.84;-397.88;36673.55
40790.86;-392.67;36349.01
40800.87;-384.36;36056.91
40810.89;-373.01;35699.92
40820.89;-358.71;35375.37
40830.91;-341.57;34985.92
40840.91;-321.73;34628.92
40850.93;-299.32;34239.46
40860.94;-274.52;33850.01
40870.96;-247.53;33428.10
40880.96;-218.58;33006.19
40890.98;-187.87;32584.29
40901.00;-155.62;32129.92
40911.01;-122.17;31708.02
40921.02;-87.69;31253.66
40931.04;-52.49;30831.75
40941.05;-16.87;30377.39
40951.07;18.89;29955.48
40961.07;54.50;29598.48
40971.09;89.72;29273.93
40981.11;124.24;28949.39
40991.12;157.75;28722.21
41001.14;190.05;28527.48
41011.15;220.81;28397.66
41021.16;249.79;28300.30
41031.17;276.78;28267.84
41041.17;301.56;28300.30
41051.19;323.92;28332.75
41061.21;343.69;28430.12
41071.21;360.68;28527.48
41081.23;374.75;28689.75
41091.23;385.80;28852.02
41101.24;393.74;29046.75
41111.25;398.48;29273.93
41121.27;400.00;29533.57
41131.28;398.26;29793.20
41141.30;393.29;30117.75
41151.31;385.11;30442.29
41161.32;373.79;30766.84
41171.33;359.42;31123.84
41181.35;342.11;31480.84
41191.36;321.99;31870.29
41201.38;299.22;32292.20
41211.40;273.99;32681.65
41221.41;246.52;33103.56
41231.44;216.97;33557.92
41241.45;185.68;33979.83
41251.46;152.82;34401.74
41261.47;118.73;34856.10
41271.49;83.61;35278.01
41281.50;47.80;35732.37
41291.51;11.59;36154.28
41301.53;-24.77;36608.64
41311.54;-60.90;36965.64
41321.55;-96.57;37290.19
41331.56;-131.43;37582.27
41341.57;-165.23;37841.91
41351.59;-197.70;38036.64
41361.61;-228.54;38166.45
41371.62;-257.45;38231.36
41381.62;-284.26;38296.28
41391.63;-308.71;38263.82
41401.64;-330.62;38231.36
41411.66;-349.77;38134.00
41421.67;-366.02;38036.64
41431.69;-379.22;37874.37
41441.69;-389.25;37712.09
41451.71;-396.04;37484.91
41461.72;-399.52;37257.73
41471.74;-399.64;36998.10
41481.74;-396.42;36706.00
41491.75;-389.86;36413.91
41501.76;-380.03;36089.37
41511.77;-367.00;35764.83
41521.78;-350.88;35407.83
41531.80;-331.78;35050.83
41541.80;-309.89;34661.37
41551.82;-285.37;34304.37
41561.82;-258.43;33914.92
41571.83;-229.30;33493.01
41581.85;-198.18;33103.56
41591.86;-165.39;32681.65
41601.87;-131.20;32227.29
41611.88;-95.87;31805.38
41621.89;-59.69;31351.02
41631.91;-22.98;30929.11
41641.92;13.92;30507.20
41651.93;50.72;30117.75
41661.94;87.11;29793.20
41671.95;122.76;29533.57
41681.96;157.39;29273.93
41691.98;190.71;29079.21
41701.99;222.40;28949.39
41712.00;252.20;28884.48
41722.02;279.85;28852.02
41732.03;305.09;28852.02
41742.03;327.73;28884.48
41752.04;347.56;28949.39
41762.05;364.41;29079.21
41772.06;378.13;29209.02
41782.08;388.61;29371.30
41792.08;395.73;29566.02
41802.09;399.43;29793.20
41812.10;399.69;30052.84
41822.12;396.48;30312.47
41832.13;389.84;30604.57
41842.14;379.80;30929.11
41852.16;366.47;31253.66
41862.18;349.94;31610.65
41872.19;330.36;32000.11
41882.20;307.90;32389.56
41892.21;282.74;32779.01
41902.23;255.10;33168.47
41912.25;225.22;33590.37
41922.26;193.36;34012.29
41932.27;159.79;34466.65
41942.28;124.82;34888.55
41952.30;88.72;35310.46
41962.30;51.86;35732.37
41972.33;14.47;36154.28
41982.34;-23.04;36608.64
41992.36;-60.38;36965.64
42002.37;-97.19;37322.64
42012.39;-133.16;37582.27
42022.39;-167.96;37841.91
42032.41;-201.28;38036.64
42042.41;-232.85;38166.45
42052.43;-262.39;38231.36
42062.44;-289.60;38263.82
42072.46;-314.29;38263.82
42082.47;-336.17;38198.91
42092.48;-355.08;38134.00
42102.50;-370.86;38004.18
42112.51;-383.33;37841.91
42122.53;-392.40;37679.64
42132.54;-397.97;37452.46
42142.55;-399.99;37225.28
42152.57;-398.44;36965.64
42162.57;-393.33;36673.55
42172.58;-384.70;36381.46
42182.60;-372.61;36056.91
42192.61;-357.18;35732.37
42202.62;-338.53;35375.37
42212.65;-316.82;35018.37
42222.66;-292.27;34661.37
42232.66;-265.08;34271.92
42242.67;-235.50;33882.46
42252.69;-203.75;33493.01
42262.70;-170.17;33071.10
42272.71;-135.02;32649.20
42282.73;-98.63;32227.29
42292.73;-61.37;31805.38
42302.75;-23.50;31351.02
42312.75;14.58;30929.11
42322.76;52.56;30572.11
42332.77;90.05;30247.57
42342.78;126.77;29955.48
42352.79;162.34;29728.30
42362.81;196.50;29566.02
42372.82;228.84;29436.21
42382.83;259.11;29338.84
42392.85;287.03;29338.84
42402.87;312.35;29338.84
42412.88;334.81;29403.75
42422.89;354.20;29501.11
42432.90;370.36;29598.48
42442.91;383.12;29760.75
42452.92;392.37;29955.48
42462.93;398.01;30182.66
42472.94;400.00;30409.84
42482.96;398.29;30669.48
42492.97;392.91;30961.56
42502.98;383.90;31253.66
42512.99;371.34;31578.20
42523.01;355.31;31935.20
42533.03;336.00;32292.20
42543.04;313.56;32681.65
42553.05;288.21;33071.10
42563.07;260.16;33460.56
42573.07;229.69;33882.46
42583.08;197.06;34304.37
42593.10;162.57;34726.28
42603.10;126.59;35148.19
42613.11;89.39;35570.10
42623.13;51.30;35992.01
42633.14;12.73;36413.91
42643.16;-25.99;36835.82
42653.17;-64.46;37192.82
42663.19;-102.40;37549.82
42673.21;-139.36;37841.91
42683.22;-175.03;38069.09
42693.23;-209.06;38231.36
42703.24;-241.13;38361.18
42713.26;-270.95;38426.09
42723.27;-298.23;38458.55
42733.28;-322.68;38458.55
42743.28;-344.11;38426.09
42753.30;-362.29;38328.73
42763.31;-377.07;38231.36
42773.32;-388.26;38069.09
42783.33;-395.78;37906.82
42793.34;-399.54;37679.64
42803.36;-399.51;37452.46
42813.38;-395.66;37160.37
42823.39;-388.04;36868.27
42833.41;-376.72;36576.19
42843.43;-361.77;36251.64
42853.44;-343.36;35927.10
42863.46;-321.69;35570.10
42873.47;-296.88;35213.10
42883.48;-269.27;34856.10
42893.50;-239.01;34466.65
42903.51;-206.48;34077.19
42913.52;-171.91;33687.74
42923.54;-135.68;33298.28
42933.55;-98.15;32876.38
42943.56;-59.65;32454.47
42953.56;-20.56;32032.56
42963.58;18.77;31610.65
42973.59;57.94;31253.66
42983.60;96.56;30961.56
42993.62;134.27;30669.48
43003.63;170.68;30442.29
43013.64;205.45;30280.02
43023.65;238.24;30182.66
43033.66;268.74;30117.75
43043.67;296.65;30117.75
43053.68;321.65;30150.20
43063.69;343.55;30215.11
43073.70;362.10;30312.47
43083.72;377.11;30474.75
43093.72;388.44;30637.02
43103.73;395.98;30831.75
43113.74;399.63;31058.93
43123.75;399.37;31318.57
43133.76;395.18;31610.65
43143.78;387.10;31902.75
43153.79;375.21;32227.29
43163.81;359.60;32584.29
43173.82;340.44;32941.28
43183.84;317.90;33298.28
43193.85;292.21;33687.74
43203.87;263.61;34077.19
43213.89;232.38;34466.65
43223.90;198.82;34888.55
43233.91;163.31;35310.46
43243.92;126.17;35732.37
43253.94;87.70;36154.28
43263.95;48.35;36576.19
43273.96;8.54;36998.10
43283.97;-31.41;37420.00
43293.99;-71.06;37777.00
43304.00;-110.00;38134.00
43314.01;-147.90;38393.64
43324.02;-184.29;38620.82
43334.03;-218.87;38815.54
43344.04;-251.26;38912.91
43354.05;-281.17;38977.82
43364.06;-308.25;39010.27
43374.07;-332.24;38977.82
43384.08;-352.89;38912.91
43394.09;-370.00;38815.54
43404.11;-383.40;38685.73
43414.12;-392.91;38523.46
43424.13;-398.45;38328.73
43434.15;-399.97;38101.55
43444.16;-397.42;37841.91
43454.18;-390.84;37582.27
43464.19;-380.29;37290.19
43474.20;-365.87;36965.64
43484.20;-347.72;36641.10
43494.22;-326.02;36284.10
43504.22;-300.99;35927.10
43514.24;-272.86;35570.10
43524.25;-241.92;35213.10
43534.26;-208.51;34823.65
43544.27;-172.92;34434.19
43554.28;-135.55;34044.74
43564.30;-96.78;33655.28
43574.30;-57.00;33233.37
43584.31;-16.63;32811.47
43594.32;23.95;32389.56
43604.33;64.28;32065.02
43614.34;104.00;31740.47
43624.35;142.69;31480.84
43634.37;179.91;31253.66
43644.39;215.28;31091.38
43654.39;248.42;30994.02
43664.41;279.04;30929.11
43674.42;306.76;30929.11
43684.43;331.29;30961.56
43694.44;352.39;31026.48
43704.45;369.85;31091.38
43714.47;383.46;31221.20
43724.48;393.07;31383.47
43734.50;398.59;31578.20
43744.51;399.93;31805.38
43754.52;397.10;32032.56
43764.53;390.10;32292.20
43774.55;379.00;32584.29
43784.56;363.92;32908.83
43794.58;344.99;33233.37
43804.58;322.47;33590.37
43814.59;296.53;33947.37
43824.60;267.45;34336.83
43834.61;235.50;34726.28
43844.63;201.06;35115.74
43854.64;164.50;35505.19
43864.65;126.17;35894.64
43874.66;86.47;36316.55
43884.67;45.84;36706.00
43894.68;4.70;37127.91
43904.70;-36.54;37549.82
43914.71;-77.35;37906.82
43924.72;-117.41;38231.36
43934.74;-156.23;38491.00
43944.75;-193.38;38685.73
43954.76;-228.52;38848.00
43964.77;-261.18;38945.37
43974.79;-291.12;39010.27
43984.80;-317.93;39010.27
43994.82;-341.35;38977.82
44004.83;-361.10;38912.91
44014.85;-376.98;38815.54
44024.86;-388.81;38685.73
44034.87;-396.45;38491.00
44044.88;-399.83;38296.28
44054.90;-398.89;38036.64
44064.92;-393.63;37777.00
44074.93;-384.11;37517.36
44084.94;-370.43;37192.82
44094.96;-352.72;36868.27
44104.97;-331.18;36543.73
44114.98;-306.03;36186.73
44124.99;-277.53;35829.73
44135.01;-245.97;35472.74
44145.02;-211.77;35083.28
44155.04;-175.17;34693.83
44165.05;-136.68;34336.83
44175.07;-96.67;33914.92
44185.08;-55.59;33525.47
44195.08;-13.88;33136.01
44205.10;28.02;32714.11
44215.10;69.59;32357.11
44225.12;110.44;32032.56
44235.12;150.10;31772.93
44245.14;188.16;31545.75
44255.15;224.14;31415.93
44265.16;257.65;31286.11
44275.18;288.37;31253.66
44285.20;315.90;31286.11
44295.21;339.93;31318.57
44305.22;360.22;31415.93
44315.24;376.52;31545.75
44325.25;388.65;31708.02
44335.26;396.45;31902.75
44345.28;399.85;32129.92
44355.28;398.79;32357.11
44365.29;393.29;32649.20
44375.30;383.39;32908.83
44385.31;369.21;33233.37
44395.32;350.89;33557.92
