t;u;theta_1
0.04;0.01;0.00
10.06;2.53;0.00
20.08;5.05;0.00
30.09;7.56;0.00
40.10;10.08;0.00
50.12;12.60;0.00
60.13;15.12;0.00
70.14;17.63;0.00
80.16;20.15;0.00
90.17;22.67;0.00
100.18;25.18;0.00
110.20;27.70;0.00
120.20;30.21;0.00
130.21;32.72;0.00
140.22;35.24;0.00
150.23;37.75;0.00
160.25;40.26;0.00
170.26;42.77;0.00
180.27;45.28;0.00
190.28;47.78;0.00
200.30;50.29;0.00
210.31;52.79;0.00
220.32;55.30;0.00
230.33;57.79;0.00
240.34;60.29;0.00
250.36;62.79;0.00
260.37;65.29;0.00
270.38;67.78;0.00
280.39;70.27;0.00
290.41;72.76;0.00
300.42;75.24;0.00
310.43;77.72;0.00
320.44;80.20;0.00
330.46;82.68;0.00
340.46;85.15;32.45
350.48;87.62;32.45
360.49;90.09;32.45
370.50;92.56;32.45
380.51;95.02;32.45
390.52;97.47;32.45
400.54;99.93;32.45
410.55;102.38;32.45
420.56;104.83;32.45
430.58;107.27;32.45
440.60;109.71;32.45
450.61;112.15;32.45
460.62;114.58;32.45
470.64;117.01;32.45
480.65;119.43;32.45
490.66;121.85;32.45
500.68;124.27;32.45
510.70;126.68;32.45
520.70;129.08;32.45
530.72;131.48;64.91
540.73;133.88;64.91
550.74;136.27;64.91
560.75;138.65;64.91
570.76;141.03;64.91
580.78;143.40;64.91
590.78;145.77;64.91
600.79;148.14;64.91
610.80;150.49;64.91
620.82;152.85;64.91
630.84;155.19;64.91
640.84;157.53;64.91
650.86;159.87;64.91
660.88;162.20;64.91
670.89;164.52;64.91
680.90;166.84;64.91
690.91;169.15;64.91
700.92;171.45;64.91
710.92;173.74;64.91
720.94;176.04;64.91
730.95;178.32;64.91
740.96;180.59;64.91
750.97;182.86;64.91
761.00;185.13;64.91
771.01;187.38;64.91
781.02;189.63;64.91
791.03;191.87;64.91
801.04;194.11;64.91
811.05;196.33;64.91
821.07;198.55;64.91
831.08;200.76;64.91
841.09;202.96;64.91
851.10;205.16;97.36
861.12;207.35;97.36
871.13;209.52;97.36
881.14;211.69;97.36
891.15;213.86;97.36
901.16;216.01;97.36
911.18;218.16;97.36
921.19;220.29;97.36
931.20;222.42;97.36
941.21;224.54;97.36
951.23;226.65;97.36
961.24;228.76;97.36
971.26;230.85;97.36
981.27;232.93;97.36
991.29;235.01;97.36
1001.30;237.07;97.36
1011.31;239.13;97.36
1021.32;241.18;97.36
1031.33;243.21;97.36
1041.35;245.24;97.36
1051.36;247.26;97.36
1061.36;249.27;97.36
1071.38;251.26;97.36
1081.39;253.25;97.36
1091.40;255.23;97.36
1101.41;257.20;129.82
1111.42;259.16;129.82
1121.44;261.11;129.82
1131.46;263.04;129.82
1141.47;264.97;162.27
1151.48;266.88;194.73
1161.49;268.79;194.73
1171.50;270.68;227.18
1181.51;272.57;259.64
1191.52;274.44;324.54
1201.53;276.30;324.54
1211.56;278.15;389.45
1221.57;279.99;421.91
1231.59;281.82;486.82
1241.60;283.64;519.27
1251.62;285.45;584.18
1261.63;287.24;616.63
1271.64;289.02;681.54
1281.65;290.79;746.45
1291.66;292.55;811.36
1301.67;294.30;876.27
1311.69;296.04;941.18
1321.70;297.76;1038.54
1331.71;299.47;1103.45
1341.73;301.17;1168.36
1351.74;302.86;1233.27
1361.76;304.54;1330.63
1371.76;306.20;1428.00
1381.77;307.85;1492.91
1391.78;309.48;1590.27
1401.80;311.11;1687.63
1411.80;312.72;1785.00
1421.82;314.32;1882.36
1431.83;315.91;1979.72
1441.84;317.48;2077.09
1451.86;319.05;2174.45
1461.87;320.60;2271.81
1471.89;322.13;2401.63
1481.90;323.65;2531.45
1491.92;325.16;2628.81
1501.92;326.66;2758.63
1511.94;328.14;2888.45
1521.95;329.61;2985.81
1531.96;331.07;3115.63
1541.98;332.51;3245.45
1551.99;333.94;3375.26
1562.00;335.35;3537.54
1572.01;336.75;3667.35
1582.02;338.14;3829.63
1592.04;339.51;3959.45
1602.05;340.87;4121.72
1612.07;342.22;4283.99
1622.08;343.55;4413.81
1632.09;344.87;4576.08
1642.10;346.17;4738.35
1652.12;347.46;4933.08
1662.14;348.73;5095.35
1672.15;350.00;5257.62
1682.16;351.24;5452.35
1692.17;352.47;5614.62
1702.18;353.69;5809.35
1712.20;354.89;5971.62
1722.20;356.08;6166.35
1732.22;357.25;6361.08
1742.22;358.41;6555.80
1752.23;359.55;6718.08
1762.24;360.68;6912.80
1772.26;361.79;7107.53
1782.26;362.89;7302.26
1792.27;363.97;7496.98
1802.28;365.04;7691.71
1812.29;366.09;7918.89
1822.30;367.13;8113.62
1832.32;368.15;8308.34
1842.34;369.16;8503.07
1852.35;370.15;8697.80
1862.37;371.13;8892.52
1872.38;372.09;9087.25
1882.39;373.03;9281.98
1892.40;373.96;9509.16
1902.42;374.88;9703.89
1912.44;375.78;9931.07
1922.45;376.66;10125.79
1932.46;377.52;10320.52
1942.48;378.38;10547.70
1952.49;379.21;10774.88
1962.52;380.03;10969.61
1972.53;380.84;11196.79
1982.54;381.62;11423.97
1992.55;382.39;11618.70
2002.56;383.15;11845.88
2012.58;383.89;12073.06
2022.59;384.61;12300.24
2032.60;385.32;12527.42
2042.61;386.01;12754.61
2052.62;386.68;12981.79
2062.63;387.34;13241.42
2072.65;387.98;13436.15
2082.66;388.61;13695.79
2092.68;389.22;13890.51
2102.70;389.81;14117.70
2112.70;390.39;14344.87
2122.72;390.95;14572.06
2132.73;391.49;14799.24
2142.74;392.02;15026.42
2152.75;392.53;15253.60
2162.77;393.02;15480.78
2172.78;393.50;15707.96
2182.79;393.96;15935.14
2192.80;394.40;16162.33
2202.82;394.83;16389.51
2212.83;395.24;16616.69
2222.84;395.63;16843.87
2232.86;396.01;17071.05
2242.87;396.37;17330.69
2252.88;396.71;17557.87
2262.90;397.04;17785.05
2272.91;397.35;18012.23
2282.92;397.64;18239.41
2292.93;397.92;18499.05
2302.94;398.17;18726.23
2312.95;398.41;18953.41
2322.96;398.64;19213.05
2332.97;398.85;19440.23
2342.98;399.04;19667.41
2353.00;399.21;19894.59
2363.00;399.36;20121.77
2373.01;399.50;20381.41
2383.02;399.63;20608.59
2393.03;399.73;20835.77
2403.04;399.82;21062.95
2413.05;399.89;21290.13
2423.06;399.94;21517.31
2433.07;399.98;21744.50
2443.08;400.00;21971.68
2453.09;400.00;22198.86
2463.10;399.98;22458.50
2473.12;399.95;22685.67
2483.13;399.90;22912.86
2493.14;399.83;23172.49
2503.16;399.75;23399.67
2513.17;399.65;23626.85
2523.18;399.53;23886.49
2533.20;399.39;24113.67
2543.20;399.24;24340.85
2553.22;399.07;24600.49
2563.24;398.88;24827.67
2573.24;398.68;25054.85
2583.26;398.46;25314.49
2593.26;398.22;25541.67
2603.27;397.96;25768.85
2613.29;397.69;26028.49
2623.30;397.39;26255.67
2633.30;397.09;26482.85
2643.32;396.76;26710.03
2653.34;396.42;26937.21
2663.35;396.06;27196.84
2673.36;395.68;27424.03
2683.37;395.29;27651.21
2693.38;394.87;27878.39
2703.39;394.45;28105.57
2713.40;394.00;28365.21
2723.41;393.54;28592.39
2733.42;393.06;28819.57
2743.44;392.56;29046.75
2753.44;392.04;29273.93
2763.46;391.51;29533.57
2773.47;390.96;29760.75
2783.48;390.40;29987.93
2793.49;389.82;30247.57
2803.50;389.22;30474.75
2813.51;388.60;30734.38
2823.53;387.96;30961.56
2833.54;387.31;31221.20
2843.56;386.64;31448.38
2853.56;385.96;31675.56
2863.57;385.26;31902.75
2873.58;384.54;32129.92
2883.59;383.80;32389.56
2893.60;383.05;32584.29
2903.61;382.28;32843.92
2913.62;381.50;33071.10
2923.64;380.69;33298.28
2933.64;379.87;33525.47
2943.65;379.04;33752.65
2953.67;378.18;34012.29
2963.68;377.31;34239.46
2973.69;376.43;34466.65
2983.70;375.52;34693.83
2993.72;374.60;34921.01
3003.73;373.67;35148.19
3013.74;372.71;35375.37
3023.76;371.74;35635.01
3033.76;370.76;35862.19
3043.78;369.76;36089.37
3053.79;368.74;36349.01
3063.80;367.70;36576.19
3073.81;366.65;36803.37
3083.82;365.58;37063.00
3093.83;364.50;37290.19
3103.84;363.40;37517.36
3113.86;362.28;37744.55
3123.87;361.15;37971.73
3133.88;360.00;38198.91
3143.89;358.84;38426.09
3153.90;357.66;38653.27
3163.91;356.46;38880.45
3173.92;355.25;39107.64
3183.94;354.02;39334.82
3193.95;352.78;39562.00
3203.96;351.52;39789.18
3213.98;350.24;40016.36
3223.99;348.95;40243.55
3234.00;347.64;40438.27
3244.00;346.32;40697.91
3254.02;344.98;40892.63
3264.03;343.63;41152.26
3274.04;342.26;41346.99
3284.05;340.87;41606.63
3294.06;339.48;41833.81
3304.07;338.06;42060.99
3314.08;336.63;42288.17
3324.10;335.19;42515.35
3334.11;333.72;42742.53
3344.12;332.25;42969.72
3354.13;330.76;43196.90
3364.14;329.25;43424.08
3374.15;327.73;43651.26
3384.16;326.20;43878.44
3394.17;324.65;44073.17
3404.18;323.09;44300.35
3414.20;321.50;44527.53
3424.22;319.91;44754.71
3434.23;318.30;44981.89
3444.24;316.68;45176.62
3454.26;315.04;45403.80
3464.27;313.39;45630.98
3474.29;311.72;45825.71
3484.30;310.04;46052.89
3494.31;308.35;46280.07
3504.32;306.64;46474.80
3514.33;304.92;46701.98
3524.34;303.19;46929.16
3534.35;301.44;47123.89
3544.36;299.67;47351.07
3554.37;297.90;47578.25
3564.39;296.11;47805.43
3574.41;294.30;48032.62
3584.42;292.48;48227.34
3594.43;290.65;48454.52
3604.44;288.81;48681.71
3614.45;286.95;48908.89
3624.46;285.08;49136.07
3634.47;283.20;49330.80
3644.49;281.30;49557.98
3654.50;279.39;49785.16
3664.51;277.47;49979.89
3674.52;275.53;50174.61
3684.54;273.58;50401.79
3694.55;271.62;50596.52
3704.56;269.65;50823.69
3714.57;267.66;51018.43
3724.58;265.66;51213.15
3734.60;263.65;51440.33
3744.61;261.63;51635.06
3754.62;259.60;51829.79
3764.63;257.55;52056.97
3774.64;255.49;52251.69
3784.66;253.42;52446.42
3794.66;251.34;52673.60
3804.68;249.24;52868.33
3814.69;247.14;53063.06
3824.70;245.02;53290.24
3834.71;242.89;53484.96
3844.72;240.75;53679.69
3854.73;238.60;53906.87
3864.74;236.44;54101.60
3874.75;234.27;54328.78
3884.76;232.08;54523.51
3894.77;229.89;54718.23
3904.78;227.68;54945.42
3914.79;225.47;55140.14
3924.80;223.24;55334.87
3934.82;221.00;55529.60
3944.84;218.75;55724.32
3954.86;216.49;55919.05
3964.87;214.22;56113.78
3974.89;211.94;56308.51
3984.90;209.65;56503.23
3994.91;207.36;56697.96
4004.92;205.05;56892.69
4014.94;202.73;57087.41
4024.94;200.40;57282.14
4034.95;198.06;57476.86
4044.96;195.72;57671.59
4054.97;193.36;57833.86
4064.98;191.00;58028.59
4074.99;188.62;58223.32
4085.00;186.24;58418.05
4095.02;183.85;58580.32
4105.03;181.45;58775.04
4115.05;179.04;58937.32
4125.06;176.62;59132.04
4135.07;174.19;59326.76
4145.08;171.76;59521.50
4155.09;169.31;59716.23
4165.11;166.86;59878.50
4175.12;164.40;60073.22
4185.12;161.93;60267.95
4195.14;159.46;60462.67
4205.15;156.98;60624.94
4215.16;154.49;60819.68
4225.18;151.99;61014.41
4235.18;149.48;61176.67
4245.19;146.97;61371.40
4255.20;144.45;61533.67
4265.22;141.92;61728.40
4275.23;139.39;61890.67
4285.24;136.85;62085.40
4295.25;134.30;62247.67
4305.26;131.75;62409.94
4315.27;129.19;62604.67
4325.28;126.62;62766.94
4335.30;124.04;62929.21
4345.30;121.47;63091.49
4355.32;118.88;63253.76
4365.32;116.29;63416.03
4375.34;113.69;63610.76
4385.35;111.09;63740.58
4395.36;108.48;63902.85
4405.38;105.87;64065.12
4415.39;103.25;64227.39
4425.40;100.62;64389.66
4435.41;97.99;64551.94
4445.43;95.36;64714.21
4455.44;92.72;64876.48
4465.46;90.07;65038.76
4475.48;87.42;65201.03
4485.49;84.77;65363.30
4495.51;82.11;65525.57
4505.53;79.44;65687.85
4515.54;76.78;65817.67
4525.54;74.11;65979.94
4535.56;71.43;66142.21
4545.56;68.76;66272.03
4555.58;66.07;66434.31
4565.59;63.39;66596.57
4575.60;60.70;66726.40
4585.62;58.01;66888.67
4595.64;55.31;67050.94
4605.64;52.61;67180.75
4615.65;49.91;67310.57
4625.67;47.21;67472.84
4635.68;44.50;67635.12
4645.69;41.80;67764.93
4655.70;39.08;67894.75
4665.72;36.37;68024.58
4675.74;33.65;68186.85
4685.75;30.93;68316.66
4695.77;28.21;68446.48
4705.78;25.49;68576.30
4715.78;22.77;68706.12
4725.80;20.04;68803.48
4735.81;17.32;68933.30
4745.83;14.59;69095.57
4755.84;11.86;69225.39
4765.85;9.13;69322.75
4775.86;6.40;69452.57
4785.88;3.66;69582.39
4795.89;0.93;69679.75
4805.90;-1.80;69809.57
4815.92;-4.53;69906.93
4825.93;-7.27;70004.30
4835.94;-10.00;70101.66
4845.95;-12.73;70231.48
4855.97;-15.47;70328.85
4865.98;-18.20;70426.21
4876.00;-20.94;70491.11
4886.01;-23.67;70588.47
4896.03;-26.40;70685.84
4906.04;-29.13;70750.75
4916.05;-31.86;70815.66
4926.07;-34.59;70880.57
4936.08;-37.32;70945.48
4946.10;-40.05;71010.39
4956.11;-42.78;71042.83
4966.12;-45.50;71107.75
4976.13;-48.22;71172.66
4986.14;-50.94;71205.11
4996.16;-53.66;71205.11
5006.18;-56.38;71270.02
5016.19;-59.09;71270.02
5026.20;-61.81;71302.48
5036.21;-64.52;71302.48
5046.22;-67.22;71334.92
5056.23;-69.93;71334.92
5066.24;-72.63;71334.92
5076.25;-75.33;71334.92
5086.27;-78.02;71334.92
5096.28;-80.72;71334.92
5106.30;-83.41;71334.92
5116.32;-86.09;71334.92
5126.33;-88.77;71334.92
5136.34;-91.45;71334.92
5146.36;-94.13;71334.92
5156.37;-96.80;71334.92
5166.38;-99.46;71334.92
5176.39;-102.13;71334.92
5186.40;-104.78;71334.92
5196.41;-107.44;71334.92
5206.43;-110.09;71334.92
5216.44;-112.73;71334.92
5226.45;-115.37;71334.92
5236.47;-118.01;71334.92
5246.48;-120.64;71334.92
5256.49;-123.26;71334.92
5266.51;-125.88;71334.92
5276.52;-128.49;71334.92
5286.53;-131.10;71334.92
5296.54;-133.70;71334.92
5306.56;-136.30;71334.92
5316.58;-138.89;71334.92
5326.58;-141.47;71334.92
5336.60;-144.05;71334.92
5346.61;-146.62;71334.92
5356.62;-149.18;71334.92
5366.63;-151.74;71334.92
5376.64;-154.29;71334.92
5386.65;-156.83;71334.92
5396.66;-159.37;71334.92
5406.68;-161.90;71334.92
5416.70;-164.43;71334.92
5426.70;-166.94;71334.92
5436.72;-169.45;71334.92
5446.74;-171.95;71334.92
5456.75;-174.44;71334.92
5466.76;-176.93;71334.92
5476.77;-179.40;71334.92
5486.78;-181.87;71334.92
5496.80;-184.33;71334.92
5506.80;-186.78;71334.92
5516.82;-189.23;71334.92
5526.83;-191.66;71334.92
5536.84;-194.09;71334.92
5546.85;-196.50;71334.92
5556.86;-198.91;71334.92
5566.87;-201.31;71334.92
5576.88;-203.70;71334.92
5586.90;-206.08;71334.92
5596.91;-208.45;71302.48
5606.92;-210.81;71302.48
5616.94;-213.17;71302.48
5626.95;-215.51;71302.48
5636.96;-217.84;71302.48
5646.98;-220.16;71302.48
5656.99;-222.47;71302.48
5667.01;-224.78;71270.02
5677.02;-227.07;71270.02
5687.04;-229.35;71270.02
5697.04;-231.62;71237.57
5707.06;-233.88;71237.57
5717.08;-236.13;71205.11
5727.09;-238.36;71205.11
5737.10;-240.59;71140.20
5747.12;-242.81;71140.20
5757.14;-245.01;71107.75
5767.15;-247.20;71075.29
5777.16;-249.38;71042.83
5787.18;-251.55;71010.39
5797.19;-253.71;70945.48
5807.20;-255.85;70913.02
5817.21;-257.99;70880.57
5827.22;-260.11;70815.66
5837.23;-262.22;70750.75
5847.25;-264.31;70718.29
5857.26;-266.40;70653.39
5867.28;-268.47;70620.93
5877.29;-270.53;70556.02
5887.30;-272.58;70458.65
5897.32;-274.61;70426.21
5907.33;-276.63;70361.29
5917.35;-278.64;70263.92
5927.36;-280.63;70199.03
5937.37;-282.61;70134.11
5947.39;-284.58;70036.75
5957.40;-286.54;69971.84
5967.41;-288.48;69874.48
5977.43;-290.40;69809.57
5987.45;-292.32;69712.21
5997.46;-294.22;69614.84
6007.47;-296.10;69517.48
6017.48;-297.97;69420.11
6027.49;-299.83;69322.75
6037.50;-301.67;69225.39
6047.51;-303.50;69128.03
6057.52;-305.31;68998.21
6067.53;-307.11;68900.85
6077.54;-308.89;68803.48
6087.55;-310.66;68673.66
6097.57;-312.42;68543.84
6107.58;-314.16;68414.03
6117.59;-315.88;68284.21
6127.60;-317.59;68154.39
6137.61;-319.29;68024.58
6147.62;-320.96;67894.75
6157.64;-322.63;67764.93
6167.65;-324.28;67635.12
6177.66;-325.91;67472.84
6187.68;-327.53;67343.03
6197.68;-329.13;67180.75
6207.70;-330.71;67050.94
6217.71;-332.28;66888.67
6227.72;-333.83;66726.40
6237.74;-335.37;66564.12
6247.75;-336.89;66401.85
6257.76;-338.40;66239.58
6267.77;-339.88;66077.31
6277.78;-341.35;65915.03
6287.79;-342.81;65752.77
6297.81;-344.25;65558.03
6307.82;-345.67;65395.75
6317.84;-347.07;65233.48
6327.85;-348.46;65038.76
6337.86;-349.83;64844.03
6347.87;-351.19;64681.75
6357.88;-352.52;64487.03
6367.90;-353.85;64324.76
6377.92;-355.15;64130.03
6387.93;-356.43;63935.30
6397.94;-357.70;63740.58
6407.95;-358.95;63578.30
6417.96;-360.18;63383.58
6427.98;-361.40;63188.85
6438.00;-362.60;62994.12
6448.01;-363.78;62799.40
6458.02;-364.94;62604.67
6468.04;-366.08;62409.94
6478.05;-367.21;62215.22
6488.06;-368.32;62020.49
6498.08;-369.41;61825.76
6508.09;-370.48;61598.58
6518.10;-371.54;61403.86
6528.11;-372.57;61209.13
6538.12;-373.59;61014.41
6548.14;-374.59;60787.22
6558.15;-375.57;60560.04
6568.16;-376.53;60365.32
6578.16;-377.47;60138.13
6588.18;-378.40;59943.41
6598.18;-379.30;59716.23
6608.20;-380.19;59489.04
6618.21;-381.06;59261.86
6628.23;-381.91;59067.14
6638.24;-382.74;58839.95
6648.26;-383.55;58612.77
6658.27;-384.34;58385.59
6668.29;-385.12;58158.41
6678.30;-385.87;57963.68
6688.31;-386.61;57736.50
6698.32;-387.32;57509.32
6708.34;-388.02;57282.14
6718.35;-388.70;57054.96
6728.36;-389.36;56860.23
6738.38;-389.99;56633.05
6748.38;-390.61;56405.87
6758.39;-391.21;56178.69
6768.40;-391.79;55983.96
6778.41;-392.36;55756.78
6788.42;-392.90;55529.60
6798.43;-393.42;55302.42
6808.44;-393.92;55075.23
6818.46;-394.40;54848.05
6828.47;-394.87;54620.87
6838.48;-395.31;54393.69
6848.50;-395.73;54166.51
6858.50;-396.14;53939.33
6868.52;-396.52;53712.15
6878.53;-396.88;53484.96
6888.54;-397.23;53225.33
6898.55;-397.55;52998.15
6908.56;-397.85;52770.96
6918.57;-398.14;52543.78
6928.59;-398.40;52316.61
6938.60;-398.65;52056.97
6948.62;-398.87;51829.79
6958.62;-399.07;51602.60
6968.64;-399.26;51375.42
6978.65;-399.42;51148.24
6988.66;-399.56;50921.06
6998.67;-399.69;50693.89
7008.68;-399.79;50466.70
7018.69;-399.87;50239.52
7028.70;-399.93;50012.33
7038.71;-399.97;49785.16
7048.72;-400.00;49525.52
7058.74;-400.00;49330.80
7068.75;-399.98;49071.16
7078.77;-399.94;48843.98
7088.78;-399.88;48616.79
7098.79;-399.80;48389.61
7108.81;-399.70;48162.43
7118.82;-399.58;47902.80
7128.83;-399.44;47675.61
7138.85;-399.28;47448.44
7148.86;-399.10;47188.80
7158.87;-398.90;46961.62
7168.88;-398.67;46734.44
7178.89;-398.43;46474.80
7188.90;-398.17;46247.62
7198.91;-397.89;46020.44
7208.93;-397.58;45793.25
7218.94;-397.26;45566.08
7228.96;-396.92;45306.44
7238.98;-396.55;45079.26
7248.99;-396.17;44852.08
7259.00;-395.76;44624.90
7269.02;-395.34;44397.71
7279.03;-394.89;44138.08
7289.04;-394.43;43910.89
7299.05;-393.94;43683.71
7309.06;-393.43;43456.53
7319.07;-392.91;43229.35
7329.10;-392.36;42969.72
7339.10;-391.79;42742.53
7349.11;-391.21;42515.35
7359.12;-390.60;42255.72
7369.13;-389.97;42028.54
7379.14;-389.32;41801.35
7389.16;-388.66;41541.72
7399.17;-387.97;41314.54
7409.18;-387.26;41087.36
7419.20;-386.53;40827.72
7429.21;-385.79;40600.54
7439.22;-385.02;40373.36
7449.23;-384.23;40113.72
7459.24;-383.42;39886.54
7469.25;-382.60;39659.36
7479.26;-381.75;39432.18
7489.28;-380.88;39205.00
7499.28;-380.00;38945.37
7509.29;-379.09;38718.18
7519.30;-378.16;38491.00
7529.31;-377.22;38263.82
7539.32;-376.25;38036.64
7549.33;-375.27;37809.46
7559.35;-374.26;37582.27
7569.36;-373.24;37322.64
7579.37;-372.19;37095.46
7589.38;-371.13;36868.27
7599.40;-370.05;36641.10
7609.41;-368.94;36413.91
7619.42;-367.82;36154.28
7629.44;-366.68;35927.10
7639.44;-365.52;35699.92
7649.46;-364.34;35472.74
7659.46;-363.15;35245.55
7669.48;-361.93;34985.92
7679.49;-360.69;34758.74
7689.50;-359.44;34531.55
7699.51;-358.16;34271.92
7709.52;-356.87;34044.74
7719.53;-355.56;33817.56
7729.55;-354.23;33590.37
7739.56;-352.88;33363.20
7749.58;-351.51;33136.01
7759.59;-350.13;32908.83
7769.60;-348.72;32681.65
7779.61;-347.30;32454.47
7789.62;-345.86;32227.29
7799.64;-344.40;32000.11
7809.65;-342.92;31772.93
7819.66;-341.42;31545.75
7829.68;-339.91;31318.57
7839.68;-338.38;31091.38
7849.70;-336.83;30864.20
7859.71;-335.26;30637.02
7869.72;-333.67;30377.39
7879.74;-332.07;30182.66
7889.75;-330.45;29955.48
7899.76;-328.81;29728.30
7909.77;-327.15;29501.11
7919.78;-325.48;29273.93
7929.80;-323.79;29014.30
7939.81;-322.08;28819.57
7949.82;-320.35;28559.94
7959.83;-318.61;28332.75
7969.84;-316.85;28105.57
7979.85;-315.07;27910.85
7989.86;-313.28;27683.66
7999.87;-311.47;27456.48
8009.89;-309.64;27229.30
8019.91;-307.80;27002.12
8029.92;-305.94;26807.39
8039.92;-304.06;26580.21
8049.94;-302.17;26353.03
8059.96;-300.26;26158.31
8069.96;-298.33;25963.58
8079.97;-296.39;25736.39
8089.98;-294.43;25509.22
8100.00;-292.46;25314.49
8110.01;-290.47;25119.76
8120.02;-288.47;24892.58
8130.03;-286.45;24665.40
8140.04;-284.41;24470.67
8150.05;-282.36;24243.49
8160.07;-280.29;24048.76
8170.08;-278.21;23821.58
8180.10;-276.11;23626.85
8190.11;-274.00;23399.67
8200.12;-271.87;23172.49
8210.14;-269.73;22977.76
8220.15;-267.57;22750.58
8230.16;-265.40;22555.86
8240.17;-263.21;22328.68
8250.18;-261.02;22133.95
8260.19;-258.80;21939.22
8270.20;-256.57;21712.04
8280.22;-254.33;21517.31
8290.24;-252.07;21290.13
8300.26;-249.80;21095.41
8310.26;-247.52;20900.68
8320.27;-245.22;20705.95
8330.28;-242.91;20478.77
8340.30;-240.58;20284.05
8350.31;-238.25;20089.32
8360.32;-235.89;19894.59
8370.34;-233.53;19699.86
8380.35;-231.15;19505.14
8390.37;-228.76;19277.95
8400.38;-226.36;19083.23
8410.40;-223.94;18888.50
8420.41;-221.52;18693.78
8430.42;-219.08;18499.05
8440.43;-216.63;18304.32
8450.44;-214.16;18109.59
8460.46;-211.69;17914.87
8470.47;-209.20;17687.69
8480.48;-206.70;17492.96
8490.50;-204.19;17298.23
8500.51;-201.67;17103.51
8510.52;-199.13;16908.78
8520.53;-196.59;16714.05
8530.54;-194.04;16519.33
8540.55;-191.47;16324.60
8550.56;-188.89;16129.87
8560.57;-186.31;15935.14
8570.58;-183.71;15740.42
8580.60;-181.10;15545.69
8590.61;-178.48;15383.42
8600.62;-175.85;15188.69
8610.64;-173.21;14993.96
8620.65;-170.56;14831.69
8630.66;-167.91;14636.97
8640.67;-165.24;14474.69
8650.68;-162.56;14279.97
8660.70;-159.87;14117.70
8670.71;-157.18;13922.97
8680.72;-154.47;13760.69
8690.73;-151.76;13565.97
8700.74;-149.04;13403.70
8710.75;-146.31;13208.97
8720.76;-143.57;13046.70
8730.78;-140.82;12851.97
8740.79;-138.06;12689.70
8750.81;-135.30;12527.42
8760.82;-132.53;12332.70
8770.84;-129.75;12137.97
8780.84;-126.96;11975.70
8790.86;-124.17;11813.43
8800.86;-121.37;11618.70
8810.88;-118.56;11456.43
8820.90;-115.74;11294.16
8830.90;-112.92;11099.43
8840.92;-110.09;10937.16
8850.94;-107.25;10774.88
8860.94;-104.41;10580.16
8870.95;-101.56;10417.88
8880.97;-98.71;10255.61
8890.99;-95.85;10093.34
8901.01;-92.98;9931.07
8911.02;-90.11;9768.79
8921.04;-87.23;9606.52
8931.05;-84.35;9444.25
8941.07;-81.46;9281.98
8951.08;-78.56;9152.16
8961.10;-75.67;8957.43
8971.11;-72.77;8827.62
8981.12;-69.86;8697.80
8991.12;-66.95;8535.53
9001.14;-64.03;8373.25
9011.16;-61.11;8243.44
9021.16;-58.19;8081.16
9031.18;-55.26;7951.35
9041.19;-52.34;7789.07
9051.20;-49.40;7659.25
9061.21;-46.46;7529.44
9071.22;-43.52;7367.16
9081.24;-40.58;7237.35
9091.26;-37.63;7075.07
9101.26;-34.69;6945.26
9111.27;-31.74;6815.44
9121.28;-28.78;6685.62
9131.29;-25.83;6555.80
9141.30;-22.87;6393.53
9151.31;-19.91;6263.71
9161.32;-16.95;6133.89
9171.33;-13.99;6004.08
9181.35;-11.02;5874.26
9191.36;-8.06;5744.44
9201.38;-5.09;5614.62
9211.39;-2.13;5452.35
9221.40;0.84;5354.99
9231.41;3.81;5225.17
9241.43;6.78;5127.81
9251.44;9.75;5030.44
9261.46;12.72;4933.08
9271.47;15.69;4803.26
9281.48;18.66;4705.90
9291.49;21.62;4640.99
9301.51;24.59;4543.63
9311.52;27.56;4478.72
9321.53;30.52;4381.35
9331.54;33.48;4316.44
9341.56;36.45;4251.54
9351.57;39.41;4186.63
9361.58;42.37;4154.17
9371.59;45.33;4089.26
9381.60;48.28;4056.81
9391.61;51.24;4024.35
9401.62;54.19;3991.90
9411.63;57.14;3991.90
9421.64;60.08;3959.45
9431.66;63.03;3959.45
9441.67;65.97;3959.45
9451.69;68.91;3959.45
9461.70;71.85;3959.45
9471.71;74.78;3991.90
9481.72;77.71;4024.35
9491.74;80.63;4024.35
9501.75;83.55;4024.35
9511.76;86.47;4056.81
9521.78;89.38;4089.26
9531.79;92.29;4121.72
9541.80;95.19;4154.17
9551.81;98.09;4154.17
9561.83;100.99;4219.08
9571.85;103.88;4251.54
9581.86;106.76;4283.99
9591.87;109.64;4316.44
9601.88;112.51;4348.90
9611.90;115.38;4381.35
9621.92;118.24;4413.81
9631.93;121.09;4478.72
9641.94;123.94;4511.17
9651.96;126.78;4543.63
9661.97;129.62;4608.53
9671.98;132.45;4640.99
9681.99;135.27;4673.44
9692.00;138.08;4738.35
9702.00;140.89;4803.26
9712.01;143.69;4835.72
9722.03;146.48;4900.62
9732.04;149.27;4965.53
9742.05;152.04;5030.44
9752.07;154.81;5062.90
9762.08;157.57;5127.81
9772.09;160.33;5192.72
9782.10;163.07;5290.08
9792.11;165.80;5322.53
9802.13;168.53;5387.44
9812.14;171.25;5484.81
9822.15;173.96;5549.71
9832.16;176.66;5614.62
9842.17;179.35;5711.99
